premise	hypo	label
Matembezi ya dakika kumi mashariki kwenye barabara ya belford inakuletea kwa hifadhi ya sanaa mbili muhimu .	Kuna least mbili za sanaa kwenye barabara ya belford .	entailment
Raila creaked na groaned katika maandamano ; jambo lote kidogo na msongo wa mawazo .	Raila alifanya kelele sana .	entailment
Kwa majaribio yake , alitumia yoghurt hii , ni gastric yoyote isiyotarajiwa kama wale wa asili , bila hizo aliwakasirisha e-namba ( e298 , e301 , e980 )	Alikuwa na wasiwasi kwamba mtindi mwingine yoyote majaribio yake .	neutral
Eneo hilo anagawa kuwa nusu ya mashariki , alpes-normandie , pamoja na bonde la seine , kama vile kwa na ile-ufaransa ; na rugged zaidi ya rugged-normandie hadi magharibi , akin zaidi kwa jirani wa jirani .	Eneo hilo lina maili 50 za milima na maili 20 za msitu wa msitu .	neutral
Uaminifu wa taifa anaendesha boti , ambayo mwafanana na rowboats rowboats , na mambo ya ndani ya plush anachukua mara moja kwa mara ya genteel wakati utalii ulikuwa tu kwenye uchanga yake , wakati safari hii ya adverts ingekuwa sehemu moja tu ya ziara ya ulaya ya ulaya .	Muundo wa mashua ya sasa ni kubwa kwa wale wa ubunifu wa zamani wa venetian .	neutral
Na nini kuhusu mafuriko katika north dak na iowa au mioto katika oakland , calif . , na daytona beach , fla . ?	Beach beach , florida mfano dhoruba ya barafu mwezi julai .	contradictory
Uundaji wa ziwa nasser kama matokeo ya ujenzi wa bwawa la juu kusababisha na wasiwasi wengi wa kijamii na kisiasa , sio kwa sababu maji yalikuwa ni kutokana na wafunika idadi ya monumenti ya zamani .	Kulikuwa na upinzani sana kwa bwawa la juu la pwan .	neutral
Sikiliza , bwana , bwana , , , , , , , , , . , . , . , . , . , .	Wewe na rebs na ni sana !	neutral
Lakini ona wangu wa zamani ni watano na nusu na hivyo anaweza kuchukua sehemu katika baadhi ya majukumu ya watu watatu na nusu ya mwaka mmoja kwa kweli hawezi kuchukua sehemu ya majukumu mengi labda kulisha	Mtoto wangu wa zamani atakuwa na umri wa miaka sita hivi karibuni .	entailment
Yeah i think that ' ll be fun so tunaenda kujaribu kufanya hivo like on a three day weekend enda huko na	Ingekuwa fun kwenda siku tatu long camping trip tukiwa na time	neutral
Yeye kwa kasi yake lakini hakuna kitu got .	Hata kama alikuwa kupambana maji haraka , ni kwa ukuta .	neutral
Tume ya marekani kwamba anaamini kuwa kanuni na marekebisho kama kuwa hatumkalifishi mzigo mdogo juu ya madalali wadogo na wafanyabiashara kuliko njia yoyote ya njia mbadala .	Kanuni hiyo ni nzuri sana kwa biashara kubwa na wafanyabiashara cheo .	neutral
There ' s no question about it coz kila mtu alikuwa anacheza good pamoja isipokuwa the quarterbacks and the quarterbacks just didn ' t do anything	Kila mtu alicheza vizuri pamoja isipokuwa kwa quarterbacks .	entailment
Mara moja walianza kufanya kazi kwenye athari ya juulikana ambayo mji huo bado ni maarufu .	Athari wa jiji la juulikana na na jenerali mdogo .	neutral
Kampuni kuwa kidonda juu , wanasema	Kampuni ilikuwa shwari , bila mambo .	contradictory
Eneo jipya la mapokezi alikuwa ( sehemu zenye kudzihirika za fort asili ) , nimejazwa na ramilo ya vioo vya superb imebuniwa na i. m. katika napoleon ya cour , ambayo sasa marks eneo kuu la makumbusho .	Eneo hilo alikuwa bila mpango wa kweli .	neutral
Yeah and as long as we keep paying the money for it they ' re going to keep them you know yes ooh yeah hiyo ilikuwa ni movie nzuri	Wao kulipa hata hivyo .	contradictory
Yes yeah maybe hatutaki hao watu mashakura	Labda hatutaki hao watu wa kupiga kura	entailment
Centrelink ni duka moja la koma hiyo faida za serikali ya australia .	Centrelink hulipa idadi ya faida za serikali ya australia .	entailment
Haki wana dola mia za kutumia december najua nini	Wana $ 100 ya kutumia mwezi wa desemba .	entailment
Um i ' m north wa pittsburgh xo	Naishi kaskazini mwa pittsburgh	entailment
Katika jibu la maswali ya coroner , alieleza kwamba alikuwa ni pharmacist wa michwano , lakini alikuwa hivi karibuni tu kuja kwenye duka hili , kama msaidizi wa zamani hapo kwa ajili ya jeshi hilo .	Msaada wa pharmacist alipenda kazi mpya na mtarajiwa kununua nyumbani katika jamii .	neutral
[ y ] wange kuwa traipsing kupitia new york sasa hivi , kufurahia misadventures wengi , kama siku ya mwisho ann marie , tabia tabia za amba kutoka kwenye ucheshi ya televisheni ya 1966-1971 yule msichana. mbona , kuna hata kufanana !	Unaweza kuwa katika new york kuwa na matukio sasa hivi .	entailment
Kama mgao wa pato la pato , kodi za shirikisho na kuwa imara chini ya clinton .	Chini ya clinton , kodi za shirikisho na vibaya kama mgao wa pato la pato .	contradictory
Idadi ya watu binafsi wanaotafuta msaada kutoka kwenye mafuriko kusini mwa texas ila na zaidi ya jumanne ya 1,000 , kuleta jumla ya 5,855 , alisema .	Kila mtu katika texas akaacha mafuriko .	contradictory
Kitendo cha clinger-cohen cha 1996 amended ya , kukipa na asked former wa rasilimali wa rasilimali wa maelezo wa mtendaji wa mtendaji wa ngazi ya mtendaji wa mtendaji nani moja kwa moja kwa kichwa cha wakala na kuwa na usimamizi wa habari kama	Cio lazima ripoti kwa mwenyekiti wa bodi tu .	contradictory
Mabango , michoro , easel-michoro .	Ilikuwa bare of all but floor na kuta	contradictory
Sijui i guess i ' m in a ujirani and it ' s just real tough on wanyama hapa unajua when i see one run over i just you know inafanya niumwe hivyo	I love it when i can kill wanyama na gari yangu it feels so good	contradictory
Uchumi inaweza kuwa bora zaidi .	Bado ina chumba cha uboreshaji .	entailment
Thamani ya kuthibiti-jinsi pesa zilizohifadhiwa inaweza kukua kwa muda .	Pesa unapungua kila mwaka na kuthibiti	contradictory
Kuna watu wengi hiyo that ' s in jail	Watu wengi jela na kwa uhalifu wao .	neutral
. ceiling ya mrembo ya stucco ni ya michael stapleton ( ambaye pia ni wajibu wa ceilings katika makumbusho ya waandishi wa dublin ) .	Michael stapleton imebuniwa ceiling nzuri ya stucco katika makumbusho ya waandishi wa dublin .	entailment
Muundo wa jengo jipya lilikuwa ni somo la mashindano shinda na fundi wa kihispania na designer enric miralles .	Muundo mpya wa jengo hilo alikuwa na fundi wa kiingereza .	contradictory
Injury kama mazoezi ya kupunguza kunywa	Tiba ya chuki imetekelezwa kwa kiasi cha kunywa	entailment
Wengine alionekana jon .	Jon alikuwa na hao wengine	entailment
Umati huo jiingiza na ' wakati na jewels wa jewels katika upanga wa mkono wa upanga .	Upanga huo ulikuwa na jewels katika mkono wake wa twisted .	entailment
Yeah jambo la kufanya shughuli ya extracurricular	Shughuli ya extracurricular ni jambo la mwisho mtu yeyote anahitaji .	contradictory
Chumba chake cha ndani alikuwa kuwa na grandy ya grandy nyekundu .	Grandy sarcophagi unaweza kupatikana tu katika vyumba vya ndani .	neutral
Matatizo muhimu ya usalama wa nchi ya homeland need kuwa ( gao-02-918 , julai 9 , 2002 ) .	Hakuna masuala muhimu ya usalama ya homeland left kukabiliana na .	contradictory
Zingatia huduma ya posta ya marekani .	Tafakari katika huduma ya posta ya marekani .	entailment
Kwa sababu kila kizazi kipo katika sehemu husika kwa uchumi ni hadi wakati ujao , chaguo za sera za fedha za leo lazima kuwa na muda mrefu .	Hakuna mtu ana udhibiti juu ya uchumi	contradictory
Ya data asili na anachambua na matatizo katika kuthibitisha ubora wao ( hoaglin et al .	Kulikuwa na matatizo kwa ubora wa data	contradictory
, data ya mikakati ya maelezo kwa	Maelezo ya data na mikakati .	entailment
Nashangaa kama , baada ya yote , unajua kama sisi ? alisema barnaba .	Sauti yake ilikuwa gruff na gravelly kama yeye .	contradictory
Kwa ujumla , barua ya lc ni hafifu kuliko barua pepe .	Barua pepe inakaribia kuwa nzito kuliko barua ya lc .	entailment
Chumba kilikuwa kama she .	Chumba hicho kilikuwa ni sawa na wakati she , gani .	neutral
Right and you know there ' s not going to be those inaongeza makosa ati sisi wote make	Unajua kompyuta will kuongeza makosa kitu cha nyuma	neutral
Kwa mujibu wa kampuni hiyo , wapiga kura will kuthibitisha utambulisho wao kwa kutumia tarehe yao ya kuzaliwa na sahihi ya kidijitali .	Wapiga kura wanahitaji kuthibitisha utambulisho wao .	contradictory
Katika mifano ya kusikitisha zaidi , profesa wa charismas will katika historia ya medieval ya kifaransa , kuhusu ambayo curiosity yao ni kabla ya kupata ph.d.s. yao	Hata profesa wa charismas hawezi uwawezao katika historia ya medieval ya kifaransa .	contradictory
Kufuatia hitimisho la maelewano ya makubaliano , fcc iliyobadilishwa kanuni yake yaliyopendekezwa na kuchapishwa ilani zaidi ya iliyopendekezwa kwenye mnamo julai 29 , 1997 .	Fcc kwani kanuni .	contradictory
Fort ya naacp ya haki ya naacp utapata $ 49,000 .	Mradi wa naacp utapata karibu $ 50,000 .	entailment
Pete stark anaongoza crusade aache zoezi	Mazoezi ni mabaya , na pete stark ni shujaa .	neutral
Ndio tulikuwa na sungura mpaka mara ya mwisho na sisi kwa sababu wasichana umepotea maslahi yake na wanandoa wao sisi allergic kwa sungura uh , uh wakati mgumu kuamua jina hilo kwa hivyo i tibar na walitaka kujua jinsi i jina hilo na nikasema vizuri ni sungura hazijaweza nyuma	Sijawahi kumiliki sungura .	contradictory
Hakuna hata mmoja ana kwa umakini katika ufc .	Watu wengi wamekuwa seriously sana katika ufc .	contradictory
Kwa hakika watu wengi wa mazulia yanaonekana kuwa na furaha sana kutembea , lakini wao ukuta wa superb , na hata kama huwezi remortgage nyumba yako kununua kubwa , hata kitambaa cha baana cha modest anaweza kufanya maajabu ya joto na kuangaza chumba .	Mazulia yote wange kama ukuta wa ajabu hangings .	neutral
Sawa sawa i enjoyed talking to you	Don tena tena tena nice nice nice ............	contradictory
But it ' s always alionekana to me that those people who should be paid the most i think or paid kwa kiasi unajua kwa kiasi kikubwa ni aina ya mwalimu kwa sababu wao kwa ajili ya siku zijazo katika mikono yetu kuliko karibu na mtu yeyote bado i don ' t think that uh it ' s being done i also i mean kwa ujumla i think ile system yetu ya elimu iko sawa but i think we ' re kukosa in some specific areas	Walimu wana kazi muhimu zaidi ever .	neutral
Sawa sawa sawa. hey bye-bye	Shikilia !	contradictory
Mikakati hii inajumuisha kufanya kazi na watoa huduma ili kuhakikisha kuwa rekodi za huduma za matibabu support .	Mikakati hiyo itafanya huduma ya matibabu kimbia vizuri zaidi .	neutral
Na , wakati huu sauti kama kisifa , ni bila shaka parcells hufanya wachezaji wake wanaamini wanaweza kushinda , kwa hivyo wao .	Kwa sababu parcells hufanya wachezaji wake wanadhani wanaweza kushinda , wanafanya .	entailment
Ni marketplace kubwa zaidi katika mashariki ya karibu , na imekuwa hivyo kwa takribani miaka elfu moja .	Kwa miaka 1000 iliyopita , ilikuwa ni soko kubwa zaidi katika mashariki ya karibu .	entailment
Rahisi tu kuenda nje na kununua tayari made	Ni vigumu kununua tayari .	contradictory
Mashirika yanaweza kuitumia ili kuwajulisha umma kuhusu fursa za ushiriki aidha kupitia mifumo ya earned ambayo inahitaji watumiaji kuchukua mkakati wa kutambua kanuni zinazopatikana kwa maoni au mifumo ya pseudo ambayo chonjo watu binafsi au mashirika kuhusu vitendo vya udhibiti hazikutiliwa .	' watu binafsi kwa kutumia mikakati ni mustakabali wa mahusiano ya wakala .	neutral
Lakini si kweli sema kuwa unajua wewe ni kila mara unaenda kuwa na hali kubwa ya kazi	They don ' t say you ' ll always have great career masharti .	entailment
Jibu kwa aina na wewe nyumbani hivi karibuni .	Hutapata kikundi cha uchangishaji cha watu .	neutral
Alipata shahada ya shahada katika fasihi ya kiingereza kutoka chuo cha davidson kabla ya kuelekea georgetown kwa shahada ya sheria yake , ambapo alimaliza mwaka wa 1993 .	She katika fasihi ya kiingereza katika chuo cha davidson na missed wakati aliondoka .	neutral
Kwa mfano , majukwaa ya eneo kazi na programu hutofautiana kati ya vitengo vya biashara kulingana na mahitaji ya kipekee ya kila eneo la biashara .	Suluhisho la programu na vifaa vya maunzi kumtegemea mahitaji ya kila biashara .	entailment
Kazi hiyo ni aina bora ya kujieleza wa maadili ya msingi wa mila zote kubwa za imani .	Mila zote kubwa za imani zina thamani ya msingi ambayo kazi yetu exemplifies .	entailment
Humanitarians huru ni bidhaa ya vita vya vita baridi .	Post wa vita baridi amani yaliyosababisha katika uumbaji wa humanitarians huru .	entailment
Mifano ya shughuli za udhibiti	Mifano ya shughuli za udhibiti	entailment
Um , na cowboys wa dallas ingawa na vizuri zaidi ya miaka kadhaa ya mwisho lakini uh hapo juu	Ng ' ombe wa dallas ni kama kawaida .	contradictory
Otherwise , i ' ll think of something else. dave followed the man nje ndani ya clearing .	Dave followed the man huku wao kwa wenyewe .	entailment
Kama hawana good kifaransa chips unajua kama ni moja ya kama ni sehemu ambayo ina mambo mengine kama sio hivyo basi twende kwenye chakula cha kichina unajua i .	Kama hawana chips nzuri , tunapata kichina .	entailment
Vyumba vipya vya goya katika prado walikuwa mwezi machi 1999 .	Hakuna vyumba vipya vya goya na kwenye historia ya prado .	contradictory
Na chifundo wangu	Kuwa na adhabu kali chifundo	neutral
Ni kazi yake .	Ni kazi yake kwa wewe	neutral
Kwa heshima nyingine , pia , wao utaifa wa xenophobic wa prickly .	Hawapendi watalii wa kigeni , wakiamini wao utamaduni wa taifa .	neutral
Kiingereza slunk mbali bila ya kupora .	Kiingereza utwe na kupora kubwa .	contradictory
Na wao tu na kufanya chochote wanaweza kufanya	Na hao ndio wenye kufanya hayo .	entailment
Last , kwanza-nje ( lifo ) - a ya gharama ya gharama ; bidhaa za mwisho imenunuliwa ni kuwa bidhaa za kwanza zinauzwa .	Bidhaa za mwisho imenunuliwa ni za kwanza katika kielelezo cha lifo .	entailment
Tofauti na wanafunzi wa columbia au ya , wao , na wao -- jambo .	Walishinda -- jambo , kutokana na uvumilivu wao , unlike wanafunzi wa columbia .	entailment
Oh oh wasn ' t that nice mwa mwa mwa	It was nice kwake anunue hiyo kwa store for me	neutral
Gharama zake included $ 15,600 katika dalali commissions na penati ya $ 9,234 ili kusitisha mkopo wa karne mpya .	Mkopo gharama dola mia tano ili kusitisha .	contradictory
Baada ya kuchukua ofisi , yeye frank zappa kwenye ziara ya jimbo .	Yeye frank zappa baada ya kuchukua ofisi .	entailment
Sit , dave hanson	Don ' t stand , dave hanson	entailment
Sera ya aithuru akikosa vigezo vya kupima utulivu wa ubunifu na udhibiti wa mchakato .	Ya ya. ya ulinzi haina sera ya vigezo vya kupima utulivu wa ubunifu na udhibiti wa mchakato .	entailment
Naam anatoka nchi ambapo mwanamitindo	Alikuwa anatoka eastern europe	neutral
Tathmini ya hatari ni mchakato wa kutambua hatari tarajiwa katika mfumo wa chini ya maendeleo na kisha kuamua umuhimu wa kila hatari kwa uwezekano wa uwezekano wake na athari katika gharama ya umiliki , ratiba , na uwezo	Tathmini ya hatari anakuta hatari ya uwezekano katika mfumo ambao ya .	entailment
Katika miezi ya hivi karibuni , mashirika ya kichina na katika majengo ya hong kong , dragon air , na china light & power .	Rasilimali nyingi kama mwanga na nguvu ni nchini china .	neutral
I upofu .	Taa nzuri made ili kuchunguza chumba .	contradictory
Naam nina boka sana kwenye somo. i ' m not a good candidate kwa huyu naona nini na nakubaliana na wewe	Naona mambo sawa kama wewe na nakubaliana na wewe	entailment
Magari mengi ya ziada walikuwa karibu na kamera za jiji na notebooks walikuwa katika ushahidi .	Kulikuwa na magari mengi zaidi kuliko kawaida ya mjini .	neutral
Lakini uh mara nyingi will maoni ambayo hutaki kweli	Nilijaribu kuvaa miniskirt kufanya kazi , lakini nimejifunza kuwa sio wazo zuri .	neutral
Ooh hiyo ni reasonable kabisa !	You are being overcharged , hakuna vile inafaa kuwa hivyo	contradictory
Drew amekaa watching vumbi simama tena kama trio wa boda amenyonyesha .	Drew watch boda wa boda tatu .	entailment
Ha ha ha ha ha ha ha ha ha ha ha ha ha	Mtazamo unaonesha kukataa , na mtu mzito pia .	neutral
Walikula kwa ukimya , enjoying the cool shade of the hatua .	Wao chini ya mti mrefu wa oak , kimya kimya enjoy jua .	contradictory
Watu wengi wa upinzani walikuwa na kitu cha kufanya kwa imefurikwa na kila kitu cha kufanya kwa wasiwasi kwamba jeni la ugumba la monsanto huenda hatua na mbegu zake kwa mbegu za rutuba katika mashamba ya karibiana na hatimaye , wale fertile fertile .	Monsanto kwani kueneza ugumba kwa mazao mengine .	neutral
Ziara hiyo ni , na njia inaweza kutofautiana kutokana na kazi ya urejeshaji .	Njia ya ziara hiyo inaweza kubadilika kutoka mwezi hadi mwezi , kulingana na kile ni .	entailment
Mwaka 1443 , ni na sicily na kujulikana kama ufalme wa sicilies wawili chini ya mfalme wa kihispania alfonso v wa kata ya kilungule .	King alfonso v wa kilungule nimeunganishwa na sicily	entailment
Co wa vioo wa esthonia .	Ilikuwa inaitwa ya ya kibulgaria vioo .	contradictory
Zaidi ya yote , wao katika sanaa ya sanaa .	Wao michezo ya kisasa .	neutral
Katika ombi la congress , tulisoma idadi ya mashirika ya sekta ya umma ambayo walikuwa kwa ufanisi wa miradi ya mageuzi ya usimamizi na kuwa na matokeo zaidi .	Tunapendekeza kuwa mashirika yote ya umma wanafaa kufuata mkakati huu wa mageuzi .	neutral
Naam i ' ll check that out duu-duu	Poa , i hiyo	entailment
Sisi nayo kwa masharti ya wazi na kubainisha .	Masharti yalikuwa ya haki sana na huwezi kuwa na ujasiri zaidi kuhusu hilo .	contradictory
Majira ya machipuko na majira ya joto , make bora na flowering katika bustani za ndani .	Ziara bora inaweza kuwa na wakati wa majira ya majira ya vuli na majira ya baridi .	contradictory
Je , si kuwa hizi ni taasisi za kibinafsi zaidi !	Wengi wa taasisi hizi za siri ni ndogo sana .	neutral
Wakati wa krismasi ni maarufu sana hapa mahujaji kuja mna kwa crib takatifu kutoka beth ? lehem	Takribani mahujaji elfu moja tembelea eneo hili kila mwaka .	neutral
Kisha yeye nje , funga 182 droo , alitembea taratibu juu ya kiti cha mkono wa mkono , na kukaa chini bado alichungulia picha mkononi mwake .	Picha hiyo ilikuwa na kumbukumbu nyingi za mama yake attached .	neutral
Kuna kitu artificial hata kuhusu hii roho yangu , aliandika mwaka wa 1886 .	Alikuwa anasema hasa jinsi yeye .	contradictory
Mahali ambapo kila mtu sneezes mara moja au mara mbili , kila mara chafya angalau mara tano au mara sita -- wakati mwingine zaidi .	Sijawahi kupiga chafya .	contradictory
Viazi vya couch vya victorious	Washindwe juu ya slayqueen .	contradictory
Tunaweza kupata baadhi ya usiku wa leo	Tunaweza kupata zaidi ya usiku wa leo .	entailment
Ni hivyo , hata hivyo , bora kwa makazi yako katika msitu wa forest kwa ajili ya safari yako .	Hakuna haja ya kufanya nafasi katika kodi ya msitu wa msituni kabla ya kufika huko .	contradictory
Kutoka kwa kiwango cha dhahabu cha dunia kwenda chini ya miaka miwili !	Kiwango cha dhahabu kilikuwa dismantled kwa sababu ni ukuaji wa haraka wa usambazaji wa fedha .	neutral
Na haiwezekani kuona namna hii tofauti ya kutu ina na na swali la kwanza la marekebisho , ambayo , kurudia , ni kama mpango wa fedha ni ' kutekenywa ' kuwa na athari ya ' journalists ' kwa wale ambao don nafasi ya ruzuku kabisaa .	Swali ambalo alikuwa kwa kweli ni jambo la subjective sana .	neutral
Um well like i said mchumba wangu	Hii ni , nilisema , my fiancee	entailment
Yeye mwenyewe kwa dharau .	Aliangalia chini mwenyewe na alihisi revulsion .	entailment
Katika palermo , makanisa na misikiti alisimama upande wa kando , majengo ya feudal karibu na majengo ya oriental na bustani zao za kigeni .	Katika palemo , majengo ya feudal walikuwa katika eneo la misikiti na makanisa , kama walikuwa majengo ya oriental .	neutral
Makala ya desemba 1996 katika al-hayat , gazeti la kiarabu kuchapishwa jijini london , kuropokwa kwamba albright , kama myahudi , angekuwa katibu wa hatari wa hatari wa nchi hiyo .	Makala hiyo alikuwa chini ya shinikizo kutoka kwa serikali ya london .	neutral
Marekani inahitaji huduma safi , salama , kwa nafuu , huduma za nguvu za kuaminika katika miaka ya mbele .	Marekani kwani huduma nafuu ya nishati aidha sasa au siku zijazo .	contradictory
Yeah one of the things they tried to push through in maryland na uh sana ni kwamba kama wewe ni mtu wa kadinya juu ya ustawi	Hawakuwa na uwezo wa kusukuma kupitia maryland .	entailment
Metriki tofauti zinaweza kuwa muhimu kwa ukaguzi , kulingana na malengo na hali ya umiliki .	Malengo na hali za umiliki ni pamoja na kuhakikisha bidhaa zao ni kwenye plastiki .	neutral
Kushoto kwa madhabahu ya juu ni chapel ndogo ambaye ni wa karne ya 10 madonna , ikoni , ikoni na konstantinopoli , inasemekana kuwa na nguvu za uponyaji na ni patron wa venice wa venice baada ya st. alama .	Chapel ya chapel ya chapel di nicopeia tarehe 10 kwa .	entailment
Cha kwa kiasi cha muabuduni kama zilizo kwa viwango na tafsiri .	Cha kwani kwa tafsiri yoyote .	contradictory
Yeah it ' s a nice way to relax i mean kwa njia i mean i find it anyway although sometimes kuwatch news sio kutulia sana i get home from from	Kutazama habari ni kila mara .	entailment
Lakini nafasi yake ya kupata kazi ya replacement dwindle na kila kazi ya kupotea na kila siku ya kuzaliwa waliotarajiwa .	Kila wakati anapoteza kazi , hana shida hata kidogo kupata gig ya replacement mara moja .	contradictory
Eneo moja ambapo stevenson lina sahihi ni kwamba inazidi kuwaelimisha vijana kuhusu hatari halisi ya matumizi ya madawa ya kulevya .	Stevenson kwa kawaida ni mbaya , lakini yuko sahihi wakati wa kujadili matumizi ya madawa na kuelimisha vijana .	neutral
Hizi furthermore mabonde mabonde kama kama narrow amphi ? kumbi za sinema dhidi ya abrupt rocky cliffs , kufanya mafikio kwa ajili ya matembezi ya siku ya kupendeza .	Hizi furthermore za furthermore horsepower zinaweza kutazamwa tu kwa kuendesha eneo hilo .	contradictory
Mambo yanaweza kuwa mabaya katika mapango haya .	Mambo haya will vizuri katika mapango haya .	contradictory
Kushughulikia na uchakataji wa reagent , mawe ya kawaida , mara nyingi done tukio , kama ni matibabu ya effluent kama kupoteza au uchakataji kwenye bidhaa ya saleable ( km	Reagent ni mara nyingi kuliko si mawe , na ni na kuchakatwa tukio .	entailment
Wakosoaji chaki calder wa awali wa calder kusimama kwa wingi wa michongo yeye katika ' 60 s kwa ajili ya shirika la ushirika , ambalo ni kwa kiasi kikubwa ( robert hughes , muda ) ( bofya hapa kwa tovuti ya taifa ya taifa . )	Wao na wengi wa vipande vya msanii .	neutral
Kama macho ya dave alichukua katika hali nzima , cliff crumbled kabisa , na dozer alikuja juu ya ukingo , na moja kwa moja .	Dave alikuwa salama juu ya dozer	contradictory
Penrose leseni pattern ya pentaplex ltd . , ambayo manufactures mafumbo na michezo , na sasa vyama vyote ni kimberly-clark , makers asili ya kleenex , kwa ukiukaji wa hakimiliki .	Pentaplex ltd na penrose kwa sasa si katika madai yoyote .	contradictory
Kama kwamba alikuwa thought ni kidogo , na sauti zake zilikuwa dhaahiri wazi .	Hakuwa na uwezo wa kusikia sauti yoyote ingawa ni ajar kidogo .	contradictory
1 maelezo iliyopatikana kutoka kwa taarifa hizi ni sehemu ya base ya data inayopatikana kama toxic ya toxic au ligi .	Maelezo yatakuwa muhimu zaidi katika siku zijazo .	neutral
Alikuwa wala zaidi ya miguu tano , inchi nne , lakini beba kwa heshima kubwa .	The man was 6 mguu mrefu	contradictory
Uchambuzi wa fis wa kesi ya mapplethorpe hutoa mfano mzuri wa hatari ya njia yake ya interventionist .	Uchambuzi wa fis wa mbinu ya interventionist inaonyesha kuwa ni bure kutoka kwa hatari .	contradictory
Ongezeko la programu za uraia ana kwa muda mrefu wa kuchakata periods na , kwa mujibu wa wakosoaji , kwa baadhi ya wahamiaji kuwa vibaya .	Kwa mujibu wa wakosoaji , baadhi ya wahamiaji should .	entailment
Yeye kwa faili mmoja dhidi yake .	Kulipiza kisasi chake kilikuwa kibaya zaidi .	neutral
Sababu ni sahihi kwa programu ya utafiti wa kesi , suala la wasiwasi kama generalization wa matokeo ni .	Kulikuwa na sababu za programu ya utafiti wa kesi .	contradictory
Yeye kutuma san ' kigodoro ili kujua kile kilichotokea lakini hewa angamia mashariki na mwili na farasi ilianguka kwa bidii kwa kujadili ya mfupa juu ya jiwe .	San ' doro could nje nini	contradictory
Ofisi ya uhasibu ya jumla , kudhibiti faida inayoibuka kutoka kwa matumizi ya utendaji wa utendaji , gao-01-115 ( washington , d. c . : oktoba 30 , 2000 ) .	Ofisi ya jumla ya uhasibu inapatikana florida .	contradictory
Didn ' t have anythin ' kurudi huko .	Nilikuwa na sana sana hapo	contradictory
Mji wa amani mbali na wanao hunt .	Mji huo ulikuwa na amani .	entailment
Tair double tair ndani ya wahyi charles garnier kwa ajili ya muundo wake wa nyumba ya opera ya paris .	Kuna hatua 50 kwenye kila tair .	neutral
I dare not , hatabadilisha ; i yao. akageuka .	Baada ya kusema she , msichana huyo aliondoka .	neutral
Mtunzi mbappe verdi alikuwa msanii wa risorgimento wa risorgimento .	Mbappe verdi alikuwa mkulima wa zabibu .	contradictory
Usimamizi wa ufanisi wa kazi wa shirika la binadamu-ni muhimu kufikia matokeo na sehemu muhimu ya udhibiti wa ndani .	Usimamizi upo eneo la kulinda wafanyakazi .	neutral
Kwa hakika hii ni lazima iwe nyingine ya juhudi zao za ushabiki kutafuta njia ya kuweka tena angani .	Wala hawakuwa wenye kuongoka .	contradictory
Muhtasari wa maoni ya maoni ya rasmi na kutoa nakala ya muhtasari wa shirika la audited ili kuthibitisha kuwa maoni ni kwa usahihi .	Maoni alisema kuwa na imethibitishwa .	entailment
Majarida pasua juu ya kathleen willey .	Kathleen willey hajawahi been kwenye jarida kabla .	contradictory
Hata kama wewe sio ndege wa nguvu , wewe kutembea kwa upole katika woodland , kwa nafasi ya kuona mifugo ya kusisimua ya nilghai , blackbuck , na cheetal ( spotted deer ) .	Kuna idadi ya kutembea karibu na woodlands .	entailment
Tayari spend muda na wawakilishi wa sekta ya kizazi cha nguvu na na kutoka kwa idadi yao nani na sheria ambayo will afya ya umma na faida za mazingira sisi leo .	Nilisikia kutoka kwa yeyote kati ya wawakilishi kutoka sekta ya kizazi cha nguvu .	contradictory
Kwa kuongezea , cfos wengi wa shirikisho wana wajibu wa msingi wa kutekeleza matokeo ya matokeo katika idara ya idara au wakala .	Cfos wengi ni katika tendo la matokeo .	entailment
Hii ni moja ya makanisa mengi jengwa wakati wa christianization wa nchi shinda kutoka kwa alors na james i katika vita ya karne ya 13	Kanisa hilo alikuwa na alors kama njia ya kukuza utofauti wa kitamaduni .	contradictory
Bakia inaonyesha ukweli kwamba kiwango cha kurudi kwenye mali za marekani majuu mara kwa mara kwa mara nyingine umezidi na mali za kigeni nchini marekani .	The return on us mali ng ' ambo zidisha mali ya kigeni	entailment
Mimi naamini hivyo	Hakika yeye alikuwa ni rafiki wa mashoga .	neutral
Maadhimisho hayo ya quincentennial kusherehekea voyage yake ya 1492 aliona bandari ya jiji la jiji , uso , na nyongeza ya aquarium , kubwa zaidi ya ulaya , lazima-kwa wageni na watoto .	Aquarium ni kubwa katika ulaya yote na iliongezwa kwenye maadhimisho ya quincentennial .	entailment
Torimwangu ilikuwa kidogo zaidi ya kijiji cha nguvu cha watu 40,000 mwaka 1600 , lakini rose hadi 93,000 karne baadaye .	Idadi ya watu imekataa baada ya miaka mia moja .	contradictory
Uh copperheads mostly	Copperhead nyoka mostly	neutral
Dhana ya idadi ya watu na kiuchumi ikimaanisha tone kali katika ukuaji wastani wa kila mwaka wa masaa ya aggregate kazi kutoka kwa asilimia 0.7 kupitia asilimia 2010 hadi 0.2 kuanzia 2020 kupitia 2075 .	Masaa ya aggregate kazi ana kwa muongo uliopita .	contradictory
Katika baadhi ya point , hata hivyo , inawezekana kuwa kiwanda cha binafsi wange kwenye tukio hilo na kukusanya vya barua zote , mchakato , na toa kwenye huduma ya posta kwa ajili ya kujifungua .	Tasnia ya kibinafsi inaweza kuboresha utendaji wa huduma ya posta .	neutral
