premise	hypo	label
Anh biết đặc biệt là tôi sẽ nói khi họ đang ở trong không khí và họ sẽ bị xử lý .	Các máy thu nhận được lĩnh trong không khí suốt thời gian .	neutral
Ừ thì có một giải bóng chày của nhà thờ nên họ không phải là tất cả các chàng trai và	Bóng chày được sử dụng trong liên minh nhà thờ thực sự là một trang chủ của kinh thánh .	neutral
Những người tham gia bài kiểm tra sự khinh miệt không chỉ là bài thiệp điện tử , nhưng tất cả các bài ưu đãi như prepackaged biểu cảm của tình cảm cho những cảm xúc mù .	Bài gửi lời chào điện tử được chào đón bởi những người tham gia bài kiểm tra tin tức .	contradictory
Waterwheels đã được hoạt động ở vùng murcia trong hơn một ngàn năm qua .	Waterwheels gần đây đã được giới thiệu đến khu vực murcia .	contradictory
Chúng ta hãy tái tạo lại .	Chúng ta sẽ xây dựng lại .	entailment
9 , không phải là một trong những sáng tạo truyền cảm hứng của Beethoven .	9 , không phải là một trong những sáng tạo truyền cảm hứng nhất của Beethoven do đó là sự đơn giản .	neutral
Một báo cáo thanh bên trong những năm đầu năm 90 cia nixed một âm mưu của các vòng tròn nội bộ của milosevic để lật đổ tên độc tài .	Cia đã lên tàu với kế hoạch lật đổ milosevic , cho đến khi liên hợp quốc khai .	neutral
Đó là một điểm tiêu cực tuyệt vời , cho khách mới tham khảo một cách dễ dàng để thiết lập vị trí của họ ; đó là một điểm thuận lợi tuyệt vời cho nhiều địa điểm tuyệt vời của thành phố ; và những cây cầu của nó và các cây cầu của nó , giải trí , mua sắm và tập thể dục	Khu vực này trải dài dọc theo cả hai bên của một con sông .	neutral
Có nhiều bằng chứng về một khu cắm trại của người da đỏ lớn đã được đào tạo trong khu vực này .	Chúng ta không có bằng chứng nào về người da đỏ sống ở đấy .	contradictory
Khi các nhà nghiên cứu mô tả trường hợp nghiên cứu như sử dụng dữ liệu tính định tính , họ thường có nghĩa là mô tả dày .	Dữ liệu định tính ít có khả năng được trích dẫn trong giấy tờ nghiên cứu hơn dữ liệu quantitative .	neutral
Chiến lược an ninh quốc gia quốc gia của tổng thống sẽ cung cấp cho một định nghĩa cầu hôn của an ninh quốc gia , điều đó nên giúp chính phủ có hiệu quả hơn , quỹ và phối hợp hoạt động cả hai bên trong và bên ngoài một bộ phận mới và để đảm bảo rằng tất cả các bữa tiệc đều tập trung vào cùng và các mục tiêu , kết quả và kết quả .	An Ninh Quốc gia được xác định bởi chiến lược an ninh quốc gia quốc gia .	entailment
Những ngôi làng đã được khôi phục lại .	Sửa sửa chữa được áp dụng cho ngôi làng .	entailment
Tranh giành cho khách du lịch cũng được .	Họ cũng muốn khách du lịch đô la quá .	entailment
Và um , tôi biết chồng tôi bây giờ chúng tôi đi bầu cử mỗi lần tôi không quan tâm những lá phiếu nhỏ như thế nào nếu có một điều gì đó nếu có một vấn đề vì tôi cảm thấy là nếu tôi không bỏ phiếu thì tôi không có bất kỳ lý do để phàn nàn	Chồng tôi và tôi không bao giờ bỏ phiếu . Chúng tôi không thấy một điểm nào cả .	contradictory
Tôi đã thấy những gì tôi nghĩ là một hòn đá trên đường chân trời nhưng trước khi tôi đến gần nó , tôi đã ngã xuống mặt trời đỏ và biết rằng nó sẽ đưa tôi đi .	Mặt trời đỏ và tươi sáng trên bầu trời .	entailment
Anh biết ma túy ma túy và mọi thứ khác và họ nói về việc họ bắt đầu thế nào và điều đó làm tôi sợ hãi .	Người ta nói về việc làm ma túy	entailment
Và điều đó làm cho rất nhiều sự khác biệt trong những người trong chúng ta sống trong khí hậu ấm áp	Thời tiết không ảnh hưởng nhiều đến thế .	contradictory
Vì vậy , bài đánh giá đã trưởng thành một quan liêu lớn được thiết kế để ngăn chặn bất kỳ sự bất công nào .	Bài đánh giá đã lớn hơn nên nó vẫn còn công bằng	entailment
Cho dù họ có ở trên màn hình bạc , giữa các đường dây của pulpy , những câu chuyện về tội phạm thực sự , hoặc trong những trò cười kể xung quanh nước lạnh hơn , các luật sư đã nhận được kết thúc của rất nhiều một đường dây đấm .	Rất nhiều trò cười được kể về luật sư .	entailment
John Erlenborn đã trở thành giáo sư adjunct tại trung tâm luật trường đại học georgetown từ năm 1994 và thành viên của hội đồng quản trị dịch vụ pháp lý từ năm 1996 .	John Erlenborn là một người trung bình làm việc cho một trạm xăng và là một thành viên của aa .	contradictory
Họ biết rằng họ đã chứng minh rằng um , họ nói rằng chúng tôi đang đặt một liều thấp trong đó mà bạn không cần phải lo lắng về việc chết từ đó vấn đề là tôi đã có những gì tôi đã đọc sách đó	Mọi người đang chết dần từ những liều cao mà họ đang sử dụng .	contradictory
Những mảnh nhỏ nhỏ như một chiếc nhẫn , hoặc bát ô-Liu đến những mảnh vườn khổng lồ sẽ phải được vận chuyển về nhà .	Không có mảnh nào lớn hơn một chiếc nhẫn cưới .	contradictory
Tôi cá là bây giờ không phải là một chiếc xe thụy điển	Tôi nghĩ đó là một chiếc xe thụy điển .	entailment
Nó cũng đắt tiền được mở ra để đọc và tôn trọng ý tưởng của một người không đồng ý với .	Nó được yêu cầu để được mở rộng , tôn trọng và đính hôn trong đọc sách .	entailment
Sau đó hẹn hò với trí nhớ của cô ấy cũng tốt như của cô hay của tôi .	Người mà họ đang nói về có trí nhớ tốt .	entailment
Ví dụ trong hình tượng 4.1 , mặc dù chính phủ liên bang lưu trữ tăng như là một chia sẻ của gdp bằng 5.5 phần trăm điểm từ 1990 đến 2000 , web lưu trữ được tăng bởi chỉ 1.1 phần trăm điểm vì tư nhân lưu trữ tư vấn chia sẻ trong số gdp giảm 4.9 điểm phần trăm trong cùng một khoảng thời gian .	Trong khoảng thời gian từ 1990 đến 2000 cá nhân tiết kiệm hoa hồng bởi một người lớn 100 % .	contradictory
Cuộc đối thoại di chuyển phía trước -- Có rất nhiều đi của Exposition -- Nhưng hình ảnh liên tục gấp đôi với tem và lesley Ann Warren , như giáo viên diễn xuất của con gái , đơn giản là nhìn vào nhau ; hoặc để tem ngồi trên một máy bay , nhớ lại con gái anh ta như một cô gái trên bãi biển , ống kính của máy quay phim nhà của anh ta tạo ra một ánh sáng kỳ lạ -- gần như siêu nhiên -- Một điểm nhảy múa trên mặt cô ấy .	Hộp thoại chứa một số lượng lớn của trình bày .	entailment
Nó có thể phong cảnh một công viên tuyệt vời , hồ vườn , từ một cái mỏ thiếc bị bỏ rơi vào năm 1890 , sau đó sở hữu bởi chung keng my .	Cái mỏ thiếc đã được chuyển đổi thành một công viên tuyệt vời .	entailment
Năm 1972 , 53 tuổi salinger đã viết thư cho người hâm mộ được sử dụng cho joyce maynard 18 tuổi , người vừa viết một tờ báo New York Times cover câu chuyện về bản thân mình .	Salinger không viết bất kỳ bức thư quạt nào cho joyce .	contradictory
Cô ấy lái xe và tất cả mọi thứ cô ấy hoàn toàn khỏe mạnh ơ	Cô ấy hoàn toàn khỏe mạnh và cô ấy lái xe .	entailment
Các sinh viên mà năm trước khi có hành quân và ánh và tuyên bố rằng nó bị cấm để cấm cãi nhau vì sự giải phóng của những người bị áp bức hầu như tất cả các loại , và khi nó đến với những người bị áp bức tình dục , berman nói rằng , hai thập kỷ qua có thể được nhìn thấy như thế nào một chiến thắng .	Họ vẫn còn nhiều việc phải làm hơn .	neutral
Ngoại trừ những con vật độc đáo có thể đã hạ cánh vào ban đêm .	Trong đêm có một số động vật độc đáo có thể đã hạ cánh .	entailment
Mặc dù một trong những tầm ngắm hàng đầu của Madrid , rất nhiều khách du khách vẫn nhớ nó .	Các trang web hàng đầu của Madrid có thể được dịch bởi vì có quá nhiều thứ để xem .	neutral
Từ đây chỉ là một chuyến đi ngắn đến giáo đường của AL-Hakim và bab el-Futah trong một phần còn lại của bức tường thành phố gốc .	Bức tường thành phố gốc đã hoàn toàn bị hủy diệt trong thế chiến thứ ii .	contradictory
Những mảnh vỡ chưa đăng của Bob Dylan có thể sẽ không gây thiệt hại cho thành tựu thực sự của anh ta .	Bob Dylan đã hoàn thành công việc chưa bao giờ được công bố .	entailment
Và có hiệu quả phản ứng với những nhu cầu đó .	Và trả lời những nhu cầu đó trong một cách hiệu quả .	entailment
Um và ở đó tôi nghĩ rằng mặc dù tôi đang ở trong tám mươi tám ở nhà rằng tốc độ thực sự hoàn toàn phù hợp và tôi không thực sự để ý đến sự khác biệt giữa máy tính nhanh và tám tám mươi tám	Cỗ máy nhanh nhất là đáng chú ý khi tôi đang làm việc với bảng tính lớn .	neutral
Thường thì cái truyền hình mà chúng ta thấy ngày nay có vẻ như là nó không có một vài điều cơ bản mà bạn biết rằng có thể là những bộ phim cũ và những thứ bạn đã biết các chủ đề cơ bản và những thứ có thể bạn đã phải loại hình dung ra hoặc bạn biết thích với hitchcock hay gì đó ở đâu bạn đang là bạn đang mong đợi điều gì đó hay	Phim cổ điển không bao giờ có những chủ đề ẩn giấu .	contradictory
Hôm nay là bãi cỏ , khu vườn và promenades là nơi thuận tiện nhất và thú vị nhất cho nhiều người madrilellos để đi chơi gia đình .	Cái bao toàn bộ khu vực , với gần km của walkways .	neutral
Một phần của sự từ chối có thể là do điều kiện thị trường chung , nhưng điều đó chắc chắn là tất cả những gì đã xảy ra .	Sự từ chối có thể bị đổ lỗi duy nhất trên thị trường .	contradictory
Uh phân biệt chủng tộc tôi nghĩ hay như bạn nói có lẽ liên lạc của việc biết rằng hey lên trong các thuộc địa tiếng anh khác hoặc các thuộc địa tiếng anh trước đây mọi thứ đều bình đẳng và vẫn còn dưới đó không phải là bạn biết	Các thuộc địa tiếng anh khác đều có những thứ bình đẳng .	entailment
Đó là ngôi nhà thú vật !	Nhà động vật chán quá .	contradictory
Các ưu đãi thuế khác khuyến khích đại học và giáo dục postsecondary khác .	Các ưu đãi thuế khác được sử dụng để chi tiêu ít hơn	neutral
Từ tình trạng đó um-hum um-hum đúng rồi tôi sẽ tiêm một ít bên chuyện cho bạn trở lại với cái ơ ơ chủ đề chính ở đây vì nó mà bạn có thể quan tâm đến việc này ơ bạn biết tôi tôi có	Anh không muốn nghe về chuyện đó đâu .	contradictory
( ngẫu nhiên , một nửa số tiền quyên góp không thành công , khi đầu tiên được tiết lộ cho fec , để tiết lộ rằng nguồn gốc là một sinh viên . ) ) ) ) ) ) ) ) ) ) )	Sinh viên bị cấm quyên góp , đó là lý do một nửa trong số họ thất bại .	neutral
Anh ta đã nháy mắt với bản thân mình trong năm .	Ông ấy rất trang trọng .	contradictory
Riggs hối tiếc vì đã nghỉ hưu với luật sư tulsa , John Athens , một nhà vô địch của sự trợ giúp pháp lý , không sống để xem số tiền có ý nghĩa như thế nào .	Riggs và John Athens là những người bạn rất thân thiết .	neutral
Hoặc là các lớp thanh toán từ vụ cấm này .	Các khoản thanh toán đã được thực hiện trong một người .	neutral
Tôi không biết là họ đang bị chấn thương rất tốt nhưng tôi sẽ có một thời gian khó khăn để chi tiêu số tiền đó trên bất kỳ chiếc xe nào .	Sẽ rất khó khăn cho tôi để biện minh cho một chiếc xe đắt tiền , ngay cả khi họ bị chấn thương rất tốt .	entailment
Mckay và đồng nghiệp của anh ta không buộc tội các tác giả của lừa đảo , suy nghĩ về cách điều chỉnh dữ liệu của họ diễn ra , hoặc hỏi xem liệu trình điều chỉnh đã được thực hiện xong chưa .	Mckay và các đồng nghiệp của anh ta đã công khai kiện các tác giả của dữ liệu chỉnh sửa .	contradictory
Ý tôi là nó không phải là một đất nước rộng lớn như anh biết mọi người ở đâu bởi vì tôi đã sống ở abilene một thời gian .	Tôi chưa bao giờ tới abilene .	contradictory
Chúng tôi sẽ buộc phải đưa ra bằng chứng cho bất kỳ quân đội nào , đại úy .	Có những phiên điều trần quân đội .	entailment
Những thách thức của thủ đô chảy .	Thủ đô chảy là chủ đề để thử thách .	entailment
Tôi sẽ không mô tả cho các bạn những bộ máy đặc biệt , bột bụi , . , mà tôi đã sử dụng .	Tôi sẽ không giải thích những phương pháp tuyệt vời mà tôi đã sử dụng !	entailment
Những ngọn lửa đỏ và màu vàng .	Có những ngọn lửa màu đỏ và màu vàng .	entailment
Và họ chỉ không làm bất cứ điều gì đã làm họ chỉ là một loại ngồi đó	Họ khá là kết thúc , và họ đã thử một vài thứ khác nhau .	contradictory
Các thành viên đã nói rằng các cuộc họp đầu tiên đã thảo luận về các đối tượng rộng lớn mà các cá nhân quan tâm đến hoặc bị ảnh hưởng như thế nào , chẳng hạn như	Những cuộc họp đầu tiên nói về những đối tượng mà các cá nhân đã lo lắng .	entailment
Một chút nước sốt đậu nành và một ít muối kinh nghiệm trộn tất cả những thứ đó lên cùng nhau và đặt nó vào thịt bò	Trộn nước sốt đậu nành và muối kinh nghiệm , đặt nó vào thịt bò và để nó ngồi trong 8 giờ .	neutral
Đức Phật không bao giờ được tuyên bố là thần thánh và thực sự nhấn mạnh rằng tất cả những người có thể bằng chính những nỗ lực của mình theo con đường của mình để khai sáng và tình trạng hạnh phúc của niết bàn , được giải phóng từ chu kỳ của những sinh vật	Niết bàn là một bang mà phật buồn tất cả những người đàn ông tiếp cận bằng cách theo dõi con đường của mình .	entailment
Trung tâm đã được nhân viên quản lý dự án cao cấp và chuyên nghiệp nhất của gsa để phục vụ cho hai người .	Tổng số nhân viên ở trung tâm , bao gồm cả phi hành đoàn qua đêm , là 324 .	neutral
Họ thực sự có vẻ chơi bởi vì họ yêu thích trò chơi của họ .	Họ có vẻ chơi bởi vì tình yêu của họ về trò chơi và của nhau .	neutral
Bởi vì tôi tôi chỉ không có kỷ luật đó với trẻ em mà ơ bạn cần cho họ để học hỏi	Bởi vì tôi không biết làm thế nào để có được những đứa trẻ để tuân theo tôi .	entailment
Làm thế nào để bạn có được một công thức cho pudding trên riêng của bạn	Làm thế nào để bạn có được một công thức cho bánh pudding ?	entailment
Và có một số freebies ngoài kia là bạn nên đặt mười đến mười lăm phần trăm hàng tháng của bạn mang về nhà trong một số loại tài khoản tiết kiệm mà trở thành thị trường tiền ơ trái phiếu cuối cùng mat tiết kiệm ơ	Tài khoản tiết kiệm nhận được chính xác 12.5 % tiền lương hàng tháng .	neutral
Những gì bạn nhìn thấy là những gì bạn sẽ được biên tập cho hầu như tất cả các từ của tôi xử lý nên tôi đã không mặc dù tôi có quyền truy cập vào nhà của những thứ như hoạt động và wordperfect ơ nhưng tôi tôi không rõ ràng để ý đến nó tôi tôi nghĩ rằng điều đó làm tôi ngạc nhiên nhất khi tôi thay đổi việc làm cho môi trường nhà là tốc độ con trỏ và sau khi ban đầu có thể vượt qua tốc độ chạy con trỏ trong cảm giác di chuyển linearly qua màn hình ơ như trái ngược với tabbing	Tôi sử dụng một số từ bộ xử lý ở nhà .	entailment
Anh ta đã lựa chọn mà không do dự : khẩu colt shiloh , cái bóng con ngựa , và cô ấy nuôi dưỡng đám mây cho những gì nên là một giải thưởng mang thai .	Anh ta chỉ không thể quyết định được .	contradictory
Hai người anh em của tôi vẫn hút thuốc , mặc dù cả hai sẽ nhấn nút ma thuật và nghỉ ngày mai nếu họ có thế .	Các anh em của tôi thích hút thuốc và sẽ không bao giờ bỏ cuộc .	contradictory
T anh ta đã ủng hộ cuộc sống con người trong hơn 8,000 năm .	Thung Lũng Nile đã hỗ trợ mạng sống con người trong hơn 8,000 năm .	entailment
Chúng đạt đến độ dài một quảng trường hư hỏng nhỏ .	Đống đổ nát này rất lớn .	contradictory
Chúng tôi biết rằng chúng tôi sẽ không nhận được ngân sách này sẽ không làm cho chúng tôi giàu có , nhưng nó sẽ ngăn chúng tôi đi vào nghèo đói ơ nhưng	Nếu không có ngân sách , tất cả chúng ta sẽ rơi vào nghèo đói .	neutral
Tổ chức hiệp ước đại Tây Dương , các balkans vẫn ổn định .	Tổ chức đang theo dõi tình trạng của balkans .	neutral
Câu chuyện về khám phá Phương Tây của Macau bắt đầu vào năm 1513 khi bồ đào nha Explorer , Jorge Alvares , đạt đến bờ biển phía nam trung quốc .	Jorge Alvarez chưa bao giờ đặt chân vào Macau .	contradictory
Có bao nhiêu người ở đó ?	Tôi biết chính xác có bao nhiêu người ở đó .	contradictory
Ca thuế màu xanh tuyệt vời -- Một ca từ thuế về việc làm và thu nhập về thuế trên ô nhiễm và các externalities tiêu cực khác -- Có tất cả mọi thứ đang diễn ra .	Không có gì cho đó là ca thuế xanh vĩ đại .	contradictory
Sự căng thẳng của đại lộ colorado gần đây hình thành trái tim của thành phố cũ pasadena .	Hầu hết các cửa hàng nhỏ ở thị trấn cũ pasadena đã được đưa ra khỏi kinh doanh bởi các trung tâm mua sắm .	neutral
Giống như những trò ảo thuật , nói rằng New York Times ' Michael Kimmelman .	Michael kimmelman chưa bao giờ làm điều gì đó với một trò ảo thuật .	contradictory
Tầng trệt của palazzo pubblico , các văn phòng của thị trấn thị trấn , nhưng phòng trên lầu của nó , frescoed bởi các nghệ sĩ hàng đầu của thành phố , đã được biến thành một bảo civico ( bảo tàng thành phố ) .	Cái civico đã được đặt bên trong tầng trên của palazzo pubblico trong hơn mười năm qua .	neutral
Đối với tôi bất cứ lúc nào tôi cần thêm trợ giúp bất cứ lúc nào trong ngày	Tôi có thể nhận được sự giúp đỡ bất cứ lúc nào tôi cần nó và nó thực sự giúp đỡ .	neutral
Tổ chức này đã chứng minh hữu ích trong việc đảm bảo lý do tại sao một trang web xuất hiện như là một đứng cho một chủ đề được cung cấp có thể được thảo luận bởi một người biết trang web như là một toàn bộ .	Đã có sự trợ giúp từ một tổ chức để đảm bảo rằng một người hiểu biết về một trang web có thể nói về nó .	entailment
Epa đã chuẩn bị cả hai tính năng tính toán và sự đánh giá của các lợi ích và chi phí của quy tắc trong phân tích tác động của điều kiện .	Epa thực sự rất tốt khi chuẩn bị đánh giá các phân tích tác động .	neutral
18 hãy xem mô tả của việc tiếp tục này trong phụ lục .	Mô tả rất chi tiết .	neutral
Trong tầm nhìn thứ ba jon thấy adrin di chuyển về phía đông cho đến khi anh ta thấy cánh sườn của những kỵ sĩ .	Jon có rất nhiều hình ảnh , người thứ ba của anh ta đang di chuyển về phía đông cho đến khi anh ta phát hiện ra những kỵ sĩ .	entailment
Tập thể dục nhiều nhưng jazzercise là những gì nó là quá nhiều vui vẻ mà bạn quên bạn đang tập thể dục bạn biết aerobics bạn không quên	Với Jazzercise , anh quên là anh đang tập thể dục .	entailment
Họ thuê những cá nhân để hành động như các nhà lãnh đạo , giáo viên và nguồn lực trong đấu trường này .	Các nhà lãnh đạo của họ là nhân viên quan trọng nhất trong việc trả lương .	neutral
Tôi đã cố gắng .	Tôi đã làm hết sức mình rồi .	entailment
Trong thời gian thi đấu của lsc , khu vực dịch vụ của một trong những chương trình này được trao cho một chương trình liền kề .	Các dịch vụ khu vực không thể được trao cho bất cứ ai .	contradictory
Nó đã kết thúc trong việc tôi được gửi đến một viện dưỡng lão ở bournemouth .	Tôi là người cuối cùng được gửi đến viện dưỡng lão .	neutral
Thay vào đó , vào tháng năm 16 , lời khuyên của phó presidentas đã gửi cho gao một bức thư thẩm vấn cái của gaoas review , bày tỏ sự miễn cưỡng để cung cấp thông tin yêu cầu và yêu cầu một tuyên bố về thẩm quyền pháp lý của gaoas để thực hiện xét duyệt .	Luật sư của phó tổng thống đã nhận được lời nhắc từ gao .	neutral
Hầu hết mọi người đều có một ý tưởng rõ ràng về những niềm vui mà họ sẽ nhận được từ những nụ cười của anh trai mình hoặc vài ngày cát và lướt sóng .	Hầu hết mọi người có thể tưởng tượng được số lượng niềm vui mà họ sẽ xuất hiện từ nụ cười của người anh em .	entailment
Người hiến tặng dân chủ nathan landow , bị buộc tội cố gắng im lặng lời khai của willey chống lại clinton , có thể trong thực tế là mục tiêu của sự tiến bộ lãng mạn của willey -- Một dấu hiệu dễ dàng cho một thợ mỏ đang tính toán .	Nathan landow bị buộc tội cố gắng để có được willey để làm chứng chống lại clinton .	contradictory
Trong mùa hè , trẻ em và những người yêu thuê rowboats và chèo về hồ nhỏ ở trung tâm của công viên .	Lúc nào cũng có rất nhiều rowboats trong hồ .	neutral
Trong một không gian kỳ diệu nhìn ra ngoài biển , những cột khắc đẹp nhất của cloister tạo ra một khuôn khổ hoàn hảo của ân huệ và tinh tế cho một khoảnh khắc thiền định .	Không gian nhìn ra ngoài biển khá là buồn tẻ , làm cho nó khó thư giãn .	contradictory
Trong tháng năm , vajpayee đã thông báo sự hoàn thành thành công của thử nghiệm hạt nhân , mà , mặc dù touted của người da đỏ như một dấu hiệu của chủ quyền của họ , có thể phức tạp với mối quan hệ của ấn độ với hàng xóm và miền tây	Các thử nghiệm hạt nhân thành công của ấn độ là một nguồn niềm tự hào cho người da đỏ .	entailment
Chào mừng đến với thế giới , Frank Sinatra Farrow .	Frank Sinatra Farrow đã được sinh ra hôm này .	neutral
Không có cái nào ở trên à ?	Không có cái nào ở trên , nhưng một hỗn hợp ở phía trên ?	neutral
Một ông già đã lấy nó một cái xương sườn của nó làm anh ta chảy máu như một con lợn bị kẹt .	Ông già đã phớt lờ anh ta và giả vờ rằng anh ta không thể quan tâm ít hơn .	contradictory
Tommy vẫn tiếp tục nhìn chằm chằm vào anh ta .	Tommy đã ngừng nhìn anh ta sau một giây .	contradictory
Wendy r à . Leibowitz là một luật sư và nhà bình luận pháp lý ở Washington , d . D.	Wendy r à . Leibowitz viết cho cuốn nhật ký luật mới .	neutral
Ý tôi là nếu bạn biết thói quen của bạn là gì , bạn có thể làm điều đó một mình và bạn chắc chắn sẽ làm	Nếu anh chắc chắn về thói quen của mình thì cứ tiếp tục đi .	entailment
Tôi không đề nghị giết anh chuyến đi này , nếu anh hợp lý. người nga quailed trước những mối đe dọa trong mắt của người khác .	Người nga đã sợ hãi khi thấy sự nghiêm trọng của những lời nói của ông ấy .	entailment
Mặt khác , các công ty thương mại phải phát triển các sản phẩm chất lượng cao nhanh chóng hoặc họ có thể không sống sót trong marketplace .	Một công ty thương mại sẽ có cơ hội tốt hơn tại thành công trong thị trường nếu họ lấy thời gian của họ phát triển giá rẻ chất lượng mặt hàng .	contradictory
Tôi chắc rằng tôi đã không sẵn sàng để bật điều hòa không khí , nó không thực sự là cực kỳ ấm áp mà chỉ có xuống đến khoảng sáu mươi năm trong buổi tối	Tôi sắp bật điều hòa không khí bởi vì nó vẫn còn sáu mươi năm trong buổi tối .	entailment
Tôi đã phải thú nhận là mình đã sai .	Tôi đã phát hiện ra rằng tôi đã sai .	entailment
Và mùa đông không phải là điều tồi tệ mà tôi thực sự biết ơn rằng nó đã không nhận được những điều tồi tệ này mùa đông	Đây là một mùa đông khủng khiếp với nhiều cơn bão tuyết .	contradictory
Với sự tinh tế xa hơn để cải thiện sự tin cậy , hệ thống này sẽ cho phép các nhà lãnh đạo ứng dụng ở tất cả các cấp độ để cung cấp quốc hội , các nhóm khách hàng , các nhà lãnh đạo , tòa án , các nhà lãnh đạo và các liên quan khác với một hình ảnh chính xác của bao nhiêu người-Các chương trình tài trợ .	Ngân sách chương trình sẽ bị ảnh hưởng bởi các báo cáo từ hệ thống này .	neutral
Hướng dẫn viên của một phóng viên đến gao có sẵn trên trang web của gao www.gao.gov.	Hướng dẫn là có sẵn trong khó khăn sao chép duy nhất .	contradictory
Không có kháng cáo nào được lệnh trả nhiều hơn 250 đô-La để vi phạm lệnh của tòa án .	Tất cả bị cáo phải trả hơn 300 đô tiền phạt .	contradictory
Người Brazil , ví dụ , với ý thức mestizo của họ và rất nhiều gradations của tipo , hoặc kiểu , hãy chiêm ngưỡng với sự khinh bỉ của cuộc đua thô bạo của chúng tôi .	Người Brazil rất tử tế với những người đó từ những cuộc đua khác nhau .	contradictory
Những người khác do dự .	Những người khác đã quyết định rồi .	contradictory
( )	Sọ của warhol không liên quan gì đến aids cả .	contradictory
Và họ làm công việc kinh doanh họ duy trì các đường mòn và họ đã đặt dấu hiệu và họ làm việc ngăn chặn việc ngăn chặn việc ngăn chặn và chắc chắn là những thứ như vậy .	Họ làm tất cả các loại công việc trong rừng .	entailment
Bây giờ , về sự khuyến khích của chúng tôi , chúng tôi có thể tạo ra các đề xuất khác nhau không ?	Chúng tôi không có đề xuất gì cả .	contradictory
George Mcclellan ra khỏi nghỉ hưu để cứu quân đội liên bang .	Quân đội liên bang thực sự lợi ích từ việc huấn luyện của George Mcclellan .	neutral
Đi xa là một mánh khóe tốt nếu anh có thời gian .	Đi xa là tốt nếu bạn có thời gian .	entailment
Ồ chúc một ngày tốt lành , tạm biệt-Tạm biệt .	Hy vọng bạn có một ngày tốt lành .	entailment
Và họ là thẩm phán đã được đặc biệt cẩn thận rằng mọi thứ đã được thực hiện chính xác để không thể có một sự trừng phạt của bất kỳ loại nào uh the uh	Thẩm phán đã làm tất cả mọi thứ trong quyền lực của mình để gây ra một sự phán xét .	contradictory
900 mẫu này ( 2,224 mẫu ) của parkland trên bờ vực phía tây của thành phố thành lập một trong những thành tích hạnh phúc hơn của bá tước haussmann .	Bá Tước Haussmann đã rất kinh khủng trong việc tạo ra các công viên .	contradictory
Tổng số người lao động công trình và lao động kỹ thuật là khoảng 365,000 người đàn ông cho một đơn vị 500 mwe .	Tổng số người lao động công trình và lao động kỹ thuật là khoảng 450,000 người đàn ông cho một đơn vị 750 mwe .	contradictory
Vịnh causeway cũng có rất nhiều quán bar và câu lạc bộ .	Có rất nhiều quán bar và các câu lạc bộ ở vịnh causeway .	entailment
Trong một góc , người lái xe bán hàng có ý thức trong sợ hãi .	Người lái xe đã được thư giãn .	contradictory
Anh ta có vấn đề về việc chấp nhận các khoản quyên góp từ hội đồng chuyên nghiệp của kirkbuzzer .	Anh ta biết nhận khoản quyên góp là điều đúng đắn phải làm .	contradictory
Những người theo dõi của rastafarianism ( với các đặc trưng của bờm của dreadlocks ) đã có nguồn gốc ở jamaica vào những năm 1930 và vẫn còn được tìm thấy ở đấy .	Rastafarianism vẫn còn hiện tại ở jamaica .	entailment
Anh ta có thể tự lấp đầy nỗi sợ hãi và hoảng loạn ngay khi anh ta quay lại và bị sa thải khi thời gian đến .	Anh ấy đã bình tĩnh và sẵn sàng để ngủ .	contradictory
Tạp chí mô hình của việc mang lại thông tin cho sự chú ý của độc giả là stunningly không hiệu quả .	Ngõ , tạp chí phong cách của việc đặt thông tin ở ngoài kia cho độc giả của họ là một thành công lớn .	contradictory
Và cả hai bên đều phải lên cùng với danh sách những người thích hợp để điều hành nó và anh ta đã từ chối cả hai danh sách và đến với chính người của mình .	Không ai được coi là tạo ra một danh sách .	contradictory
Nó phải được chỉ ra rằng mô hình chi phí được sử dụng để ước tính chi phí trên một khoảng thời gian cực đoan .	Mô hình chi phí có thể ước tính chi phí cho một khoảng thời gian rất rộng .	entailment
Những dịch vụ này thường khác nhau từ các kiểm toán tài chính , attestation tương tác , và trình kiểm toán hiệu suất trong đó có thể ( 1 ) cung cấp thông tin hoặc dữ liệu cho một bữa tiệc yêu cầu mà không cung cấp xác minh , phân tích , hoặc đánh giá của thông tin hoặc dữ liệu , và do đó không thường cung cấp một nền tảng cho kết luận , đề xuất hoặc quan điểm về thông tin hoặc dữ liệu , hoặc ( 2 ) thực hiện nhiệm vụ yêu cầu bằng cách quản lý trực tiếp hỗ trợ hoạt động của thực thể , chẳng hạn như đánh giá tài sản , dịch vụ bảo hiểm , hoặc dịch vụ thiết kế hệ thống-Không .	Chỉ có một loại dịch vụ thôi .	contradictory
Nó đã được lấy đi của tôi , nhưng tôi tìm thấy nó một lần nữa .	Tôi tưởng có ai đó đã lấy nó , nhưng tôi chỉ đơn giản là bỏ qua nó thôi .	contradictory
' vớ vẩn . Ben Franklin là một người theo đạo sinh tự nhiên . ' ' ' ' '	' những gì anh nói là đúng , ben franklin không phải là một người theo đạo sinh học . ' ' ' ' '	contradictory
Tình hình và tôi đã thấy đàn trong khách sạn nơi tôi chỉ muốn đi qua và bò vào góc và nói rằng chúa của tôi là những người đó không phải là người mỹ họ không thể là nhưng họ là	Có rất nhiều người mỹ đã lấy đi những truyền thống của sự to lớn và khó chịu với trái tim .	neutral
