premise	hypo	label
经济 可能 会 更 好 .	它 仍然 有 改进 的 余地 .	entailment
节省 的 钱 的 价值 会 随着 时间 的 推移 而 增长 .	每年 的 钱 都 变 得 更加 复杂	contradictory
有 很多 人 没有 罪 那 是 在 监狱 里	很多 监狱 里 的 人 都 是 因为 他们 没有 犯 下 的 罪行 而 成立 的 .	neutral
美丽 的 外墙 天花板 是 michael stapleton ( 他 也 负责 都柏林 作家 博物馆 的 天花板 ) .	迈克尔·斯坦普 顿 在 都柏林 作家 博物馆 设计 了 美丽 的 外墙 天花板 .	entailment
新 大楼 的 设计 是 由 西班牙 建筑师 和 设计师 安 miralles 赢得 的 比赛 的 主题 .	新 大楼 的 设计 是 由 一 名 英国 建筑师 起草 的 .	contradictory
伤害 是 减少 喝酒 的 动力	厌恶 疗法 适用于 过度 喝酒 .	entailment
其他人 看 着 乔 恩	乔 恩 被 其他人 看到 了	entailment
当 他们 看到 剑 上 的 珠宝 时 , 人群 嘀嘀咕咕 .	这 把 剑 在 它 扭曲 的 手中 有 珠宝 .	entailment
是的 , 做 课外 活动	课外 活动 是 任何人 需要 的 最后 一 件 事 .	contradictory
它 的 内务 室 被 发现 含有 一个 红色 花岗岩 石棺 .	花岗岩 石棺 只能 在 内务 室 找到	neutral
需要 解决 重大 的 国土 安全 挑战 ( gao-02-918 t , 2002年 七月 9日 ) .	没有 重大 的 国土 安全 问题 要 处理 .	contradictory
考虑 美国 邮政 服务 .	思考 美国 邮政 服务 .	entailment
因为 每 一 代 人 都 对 经济 负 起 责任 , 因此 , 今天 的 财政 政策 选择 必须 从 长远 来看 .	没有 人 能 控制 经济 .	contradictory
年 十二月 日 至日 , 维也纳	数据 质量 没有 问题	contradictory
年 十二月 日 至日 , 维也纳	数据 和 战略 信息 .	entailment
我 想 知道 , 毕竟 , 你 知道 吗 ? 他 轻轻 地 说	他 的 声音 像 他 说话 时 一样 粗鲁 和 嘶哑 .	contradictory
一般说来 , lc 邮件 比 敖邮 还要 轻 .	Ao 邮件 几乎 总是 重于 lc 邮件 .	entailment
那个 房间 是 她 留 下 的	房间 和 她 离开 时 一样 , 让 她 感到 惊讶 .	neutral
对 了 , 你 知道 不 会 是 那些 添加 错误 , 我们 都 做 的 ,	你 知道 , 电脑 会 加 上 错误 过去 的 事情	neutral
据 该 公司 称 , 选民 将 能够 利用 其 出生日期 和 数字 签字 核实 其 身份 .	选民 无须 确认 他们 的 身份 .	contradictory
在 最 悲惨 的 例子 中 , 一 位 有魅力 的 教授 将 引诱 他们 进入 法国 中世纪 历史 的 一生 , 他们 的 好奇心 已经 用尽 在 他们 得到 他们 的 博士 之前 .	即使 是 一个 有魅力 的 教授 也 不 能 引诱 他们 进入 法国 中世纪 历史 的 一生 .	contradictory
在 协定 谈判 结束 后 , 联邦 通信 委员会 修订 了 拟议 的 规则 , 并 于 1997. 年 七月 29日 公布 了 另 一 份 拟议 的 规则 制定 通知 .	联邦 通信 委员会 没有 修改 规则	contradictory
有色人种 协进会 的 沃尔斯堡 正义 项目 将 得到 49,000. 美元 .	有色人种 协进会 的 项目 将 得到 将近 50,000.千 美元 .	entailment
皮特·史 塔克 正在 领导 一个 停止 这种 做法 的 运动 .	这种 做法 是 邪恶 的 , 皮特·史 塔克 是 英雄 .	neutral
是 啊 , 我们 有 一 只 兔子 直到呃 去年 夏天 , 我们 把 他 带走 , 因为 女孩 对 他 失去 了 兴趣 , 和 夫妇 我们 对 兔子 过敏呃 , 我呃 , 我们 有 一个 艰难 的 时间 决定 一个 名字 , 所以 我 叫 他呃 先生.啼霸 和 他们 想 知道 我 是 怎么 想出 这个 名字 的 我 说 了 这 是 兔子 拼 写 的	我们 从来 没有 拥有 一 只 兔子 .	contradictory
在 终极 格斗 锦标赛 中 没有 人 受到 严重 伤害 .	很多 人 在 终极 格斗 锦标赛 中 受到 严重 伤害 .	contradictory
的确 很多 地毯 看 起来 太 可爱 了 , 但 他们 做 了 华丽 的 墙壁 绞刑 , 即使 你 不 能 按住 你 的 房子 买 一个 大 的 , 即使 是 一个 小小的 枕边 地毯 也 能 带来 温暖 和 照亮 一个 房间 .	所有 的 地毯 都 将 被 绞死	neutral
好吧 , 我 很 喜欢 和 你 说话	别再 跟 我 说话 了 你 不 是 个 好人	contradictory
但 我 总是 觉得 , 那些 应该 付给 我 最 多 我 想 或 支付 得 很 多 的 人 , 你 知道 更 多 的 是 老师 的 类型 , 因为 他们 在 我们 的 手中 掌握 着 未来 比 其他 任何人 还 要 多 . 我 不 认为 它 是 在 做 了 我 也 是 我 的 意思 是 一般 我 认为 我们 的 教育 制度 是 好 的 , 但 我 认为 我们 缺乏 在 一些 非常 具体 的 领域	教师 有 最 重要 的 工作 .	neutral
好 了 , 好 了 , 拜拜	坚持 住 !	contradictory
这些 举措 包括 与 提供者 合作 , 确保 医疗 记录 支助 收费 服务 .	这些 措施 会 使 医疗 服务 更为 顺利 .	neutral
虽然 这 听 起来 像 一个 陈词滥调 , 毫无疑问 , 机会 让 他 的 球员 相信 他们 能 赢 , 所以 他们 做 .	因为 机会 让 他 的 球员 认为 他们 能 赢 , 他们 做 的 .	entailment
它 是 近东 最 大 的 一个 市场 , 它 已经 有 将近 一千 年 了 .	在 过去 1000 年 里 , 它 是 近东 最 大 的 市场 .	entailment
更 容易 出去 买它 已经 做 了	这 是 很 难买 到 的 .	contradictory
各 机构 可以 利用 它 通过 被动 系统 向 公众 通报 参与 机会 , 这种 系统 要求 使用者 主动 发现 可 供 评论 的 规则 或 积极 主动 的 系统 , 提醒 感 兴趣 的 个人 或 组织 注意 即 将 采取 的 管制 行动 .	利用 信息 技术 战略 提醒 个人 是 机构 关系 的 未来 .	neutral
但 他们 并 不 真 的 说 你 知道 你 总是 会 有 很 好 的 职业 条件	他们 不 会 说 你 总是 有 很 好 的 职业 条件	entailment
回复 实物 , 你 很 快 就 会 感觉 到 在 家里 .	你 不 会 找到 更 友好 的 人	neutral
她 从 戴维森 学院 获得 英国 文学 学士 学位 , 然后 前往 乔治敦 大学 法学 学位 , 她 于 1993. 年 完成 .	她 毕业 于 戴维森 大学 的 英国 文学 , 她 离开 时 错过 了 .	neutral
例如 , 桌面 平台 和 软件 因 每个 业务 区 的 独特 需要 而 各 不 相同 .	软件 和 硬件 解决 办法 取决 于 每个 企业 的 需要 .	entailment
我们 所 做 的 工作 是 表达 所有 主要 信仰 传统 的 核心 价值 的 最 纯 形式 .	所有 主要 的 信仰 传统 都 有 我们 的 工作 所 体现 的 核心 价值 .	entailment
自由 人道主义 工作者 是 冷战 后 和平 的 产物 .	冷战 后 的 和平 导致 了 自由 人道主义 工作者 的 建立 .	entailment
控制 活动 的 例子	控制 活动 的 例子	entailment
嗯哦 , 与 达拉斯 牛仔 , 虽然 他们 没有 做 得 很 好 过去 几 年 , 但呃 , 他们 会 回到 那里	达拉斯 牛仔 是 完美 的 一如既往 .	contradictory
否则 , 我 会 想到 别的 东西." 戴 夫 跟着 那个 人 走 进 空地 .	戴 夫 跟着 那个 男人 , 他们 互相 交谈 .	entailment
如果 他们 没有 好 的 薯条 你 知道 如果 它 是 一个 地方 有 其他 的 东西 如果 不 是 那样 , 我们 去 中国 食物 你 知道 我 的 命令	如果 他们 没有 好 的 薯条 , 我们 会 得到 中国 人 .	entailment
普拉多 的 新 戈雅 房间 于 1999. 年 三月 启用 .	普拉多 历史 上 没有 新 的 戈 雅 房间 .	contradictory
伤 了 我 的 手腕	狠狠 地 砍 了 我 的 手腕	neutral
这 是 他 的 工作 ."	这 是 他 的 工作 担心 你 .	neutral
在 其他 方面 , 它们 也 表现 出 一 种 带有 刺痛 性 的 仇外 民族 主义 .	他们 不 喜欢 外国 游客 , 认为 他们 淡化 了 民族 文化 .	neutral
英国 人 偷偷 溜走 , 没有 战利品 .	英国 人 带走 了 一个 大 战利品	contradictory
他们 会 出 去 做 任何 他们 能 做 的 事	他们 尽力而为	entailment
最后 一 次 , 先出 ( 先出 ) - 成本 流动 假设 ; 购买 的 最后 一 批 货物 被 假定 为 第一 批 货物 .	购买 的 最后 一个 项目 是 先出 后 进出 模型 的 第一 个 项目 .	entailment
不 像 哥伦比亚 大学 或 索 邦 大学 的 学生 他们 坚持不懈 , 他们 赢得 了 一些 东西	他们 赢 了 -- 因为 他们 的 毅力 , 不同 于 哥伦比亚 的 学生 .	entailment
哦 , 他 不 是 那么 好	很 高兴 他 在 店 里 给 我 买 了 这个	neutral
其 费用 包括 经纪人 佣金 15 , 60015,600 美元 和 9 , 2349,234 美元 的 预付款 , 以 终止 新 世纪 贷款 .	贷款 成本 五百 美元 终止 .	contradictory
就职 后 不久 , 他 为 弗兰克·扎帕 进行 了 一 次 国家 访问 .	他 在 就职 后 接待 弗兰克·扎帕 .	entailment
坐下 , 戴夫·汉森	别 站 着 , 戴夫·汉森	entailment
国防部 的 政策 缺乏 衡量 设计 稳定 和 程序 控制 的 标准 .	是的 国防部 没有 衡量 设计 稳定 和 程序 控制 的 标准 政策 .	entailment
好吧 , 她 来自 一个 国家 的 模型	她 来自 东欧 .	neutral
风险 评估 是 确定 一个 正在 发展 的 系统 中 的 潜在 风险 的 过程 , 然后 确定 每 一 风险 的 重要性 , 从 其 可能 和 对 购置 成本 , 时间表 和 能力 的 影响 来看 .	风险 评估 在 正在 开发 的 系统 中 发现 了 潜在 的 风险 .	entailment
近 几 个 月 来 , 中国 公司 在 香港 电讯 , 龙航 和 中电 等 方面 都 有 利害 关系 .	很多 像 光 和 权力 这样 的 资源 在 中国 被 收归 国有 .	neutral
我 眨眼 了 失明 .	很 好 的 灯光 让 它 很 容易 检查 房间	contradictory
好吧 , 我 真的 被 撕破 了 这个 主题 我 不 是 一个 好 候选人 这 一个 , 我 看到 你 看到 了 什么 , 我 同意 你 的 看法	我 能 看到 和 你 一样 的 事情 我 同意 你 的 看法	entailment
有 很多 额外 的 车 停 在 镇上 摄像头 和 笔记本 里 都 有 证据	镇上 还有 更 多 的 汽车	neutral
但 这个 超短裙 很 多 次 会 引起 评论 你 不 真正 想 要 的	我 试 着 穿 超短裙 去 工作 , 但 知道 这 不 是 一个 好 主意 .	neutral
哦 , 这 是 相当 合理 的	你 被 多 收费 了 , 不 可能 是 这样 的 .	contradictory
德 鲁 坐 着 看 着 灰尘 再次 出现 随着 骑手 的 三 人 被 粉碎 .	德 鲁 看 着 三 个 骑手 走开 .	entailment
嗯 , 一个 感觉 下降 反正 是的 ,	前景 显示 了 一个 下降 , 一个 沉重 的 一个 ,	neutral
他们 在 沉默 中 吃 过 , 享受 着 虚张 声势 的 凉爽 的 阴影 .	他们 站 在 高 橡树 下 静静 地 享受 着 阳光	contradictory
很多 反对派 与 计划 的 过时 和 所有 事情 都 毫无 关系	孟山都 不 打算 把 不孕症 传播 给 其他 作物 .	neutral
旅行团 被 赶走 , 路线 可能 因 恢复 工作 而 有所不同 .	旅行团 的 路线 可能 会 由 一个 月 改 为 一个 月 , 这 取决 于 正在 恢复 的 道路 .	entailment
1443年 , 它 与 西西里 重聚 , 被 称为 西西里 的 王国 , 在 阿拉贡 的 西班牙 国王 阿方索 五世 之下 .	阿拉贡 国王 阿方索 五世 与 西西里 重聚	entailment
Esthonia 玻璃制品 公司 .	它 被 称为 保加利亚 玻璃制品 公司 .	contradictory
最 重要 的 是 , 他们 在 视觉 艺术 方面 表现 出色 .	他们 帮助 生育 现代 戏剧 .	neutral
应 国会 的 要求 , 我们 研究 了 一些 主要 的 公共 部门 组织 , 这些 组织 成功 地 推行 了 管理 改革 倡议 , 更加 注重 成果 .	我们 建议 , 所有 公共 组织 都 应 遵循 这项 改革 倡议 .	neutral
好吧 , 我 去 看看 , 嗯哼 .	好吧 , 我 会 调查 的 .	entailment
我们 受到 了 毫不 含糊 的 威胁	这些 条件 非常 公平 , 我们 不 能 对 此 更 有 信心 .	contradictory
春天 和 夏季 会 有 更 好 的 访问 , 当 你 可以 欣赏 花园里 的 鸢尾花 和 开花 灌木 .	可以 在 秋季 和 冬季 进行 更 好 的 访问 .	contradictory
难道 你 不 知道 这些 都 是 私人 机构 !	这些 私营 机构 大部分 都 很 小 .	neutral
圣诞 时间 在 这里 特别 受 欢迎 当朝 圣者 来 欣赏 从 贝丝 的 神圣 婴儿床 的 遗迹 ? 是的	每年 大约 有 一千 名 朝圣者 访问 这个 地方 .	neutral
然后 他 把 它 拿 出来 , 关 了 182 个 抽屉 , 慢慢 地 走 到 一个 手臂 椅上 , 坐 下来 看 着 他 手上 的 照片 .	这 张 照片 对 他 母亲 有 很多 回忆	neutral
1886. 年 他 写 了 一 篇 关于 我 的 心脏 的 东西	他 说 的 正是 他 的 感受	contradictory
每个 人 都 打 一 两 次 喷嚏 我 总 是 打喷嚏 至少 五 六 次 -- 有时 更 多	我 从来 没有 打喷嚏 .	contradictory
胜利 的 沙发 土豆	打败 了 成就 者 .	contradictory
我们 今晚 可能 会 得到 更 多	我们 今晚 可能 会 得到 更 多	entailment
然而 , 最好 是 在 你 的 旅程 之前 保留 你 在 森林 休息室 的 住宿 .	没有 必要 在 森林 租房 里 做出 保留 在 你 到达 之前 .	contradictory
从 全球 黄金 标准 到 不 到 两 年 !	黄金 标准 被 拆除 , 因为 它 阻止 了 货币 供应 的 迅速 增长 .	neutral
不 可能 看到 这种 与 拉斯特 的 区别 对 第一 项 修正 问题 有 何 影响 , 重复 一 遍 , 这项 资助 计划 是否 " 被 操纵 " , 对 那些 没有 受到 资助 的 人 产生 "强制 影响 "?.	提 出 的 问题 是 非常 主观 的 .	neutral
嗯 , 就 像 我 说 我 的 未婚妻	这 是 , 我 说 , 我 的 未婚妻 .	entailment
他 看 着 自己 恶心	他 看 着 自己 , 感到 厌恶 .	entailment
在 巴勒莫 , 教堂 和 清真寺 站 在 东方 宫殿 旁边 的 封建 城堡 及其 异国 的 花园 中 .	在 palemo , 封建 城堡 位于 清真寺 和 教堂 附近 , 东方 宫殿 也 是 如此 .	neutral
1996年 十二月 在 伦敦 发表 的 阿拉伯 报纸 al-hayat 一 篇 文章 称 , 奥尔布赖特 作为 一个 犹太人 , 将 是 一个 危险 的 亲 以色列 国务卿 .	这 篇 文章 是 在 伦敦 政府 的 压力 下 发表 的 .	neutral
在 今后 几 年 里 , 美国 需要 一个 清洁 , 安全 , 负担 得 起 , 可靠 的 能源 供应 .	美国 现在 或将 来 都 不 需要 负担 得 起 的 能源 供应 .	contradictory
是的 , 他们 试图 通过 在 马里兰州 的 一 件 事情 , 呃 并 不 是 很 成功 的 是 , 如果 你 是 一个 健全 的 人 福利	他们 不 能 通过 马里兰州 .	entailment
根据 采购 的 目标 和 状况 , 不同 的 指标 可能 对 审计 有用 .	收购 的 目的 和 状态 包括 确保 其 产品 是 用 塑料 制 成 的 .	neutral
在 高坛 的 左边 是 一个 小小 教堂 , 其 10 世纪 的 麦当娜 di nicopeia , 也 是 来自 君士坦丁堡 的 钻石 宝石 图标 , 据说 有治 愈 能力 , 并 作为 威尼斯 的 保护 赞助者 在 st. 马 克	小小 教堂 的 麦当娜 di nicopeia 到 10 世纪 .	entailment
这 两 卷 都 是 对 标准 和 解释 的 权威性 参考 .	各卷 不 允许 作出 任何 解释 .	contradictory
是 啊 , 这 是 一个 很 好 的 方式 放松 我 的 意思 是 , 我 的 意思 是 我 找到 它 反正 , 虽然 有时候 看 新闻 并 不 是 很 放松 , 我 回家 从从	看 新闻 并 不 总是 放松 .	entailment
但 她 找到 替代 工作 的 机会 减少 了 每 一个 失去 的 工作 和 每 一个 即将 来临 的 生日 .	每次 她 失去 一 份 工作 , 她 就 不 会 有 任何 麻烦 找到 一个 替换 的 工作 立即 .	contradictory
史蒂文森 正确 的 一个 领域 是 , 越来越 难以 教育 年轻人 了解 吸毒 的 真正 危险 .	史蒂文森 通常 是 错误 的 , 但 他 在 讨论 吸毒 和 教育 青年 时 是 正确 的 .	neutral
这些 有趣 的 马蹄形 山谷 雀巢 像 狭窄 的 amphi ? 电影院 对 突然 的 岩石 崖 , 为 一个 愉快 的 一 天 的 远足 带来 奖励 的 目的地 .	这些 令 人 感 兴趣 的 马蹄形 山谷 只能 通过 开车 到 地点 来看 .	contradictory
在 这些 洞穴 里 事情 可能 会 变 得 不好	在 这些 洞穴 里 一定 会 很 顺利 的	contradictory
该 显影剂 ( 通常 是 石灰石 ) 的 处理 和 加工 通常 是 在 现场 进行 的 , 将 污水 作为 废物 处理 或 加工 成 可销售 产品 ( 例如 ) .	这种 显影剂 通常 比 石灰石 更 多 , 在 现场 处理 和 处理 .	entailment
批评 者 把 考尔德 的 前 低 地位 放 在 了 他 在 60年 代 为 公司 广场 做 的 大量 雕塑 上 , 这些 雕塑 被 称为 最 无聊 ( 罗伯特 · 休斯 , 时间 ) ( 点击 这里 为 国家 美术馆 网站 ).)	他们 对 大多数 艺术家 的 作品 没有 印象 .	neutral
当 戴 夫 的 眼睛 在 整个 情况 下 , 悬崖 完全 崩溃 了 , 而 道瑟 在 悬崖 上 出现 了 棒子 , 直接 为 他 .	戴 夫 是 安全 的 在 兜里 .	contradictory
彭 罗斯 发牌 给 pentaplex 有限公司 制造 谜题 和 游戏 , 现在 双方 都 要 起诉 原 面纸 制作人 金伯利 - 克拉克 侵犯 版权 .	Pentaplex 有限公司 和 彭 罗斯 目前 没有 参与 任何 诉讼 .	contradictory
因为 她 认为 这 是 一个 小小的 ajar , 而且 声音 里面 是 显而易见 的 .	她 不 能 听到 任何 声音 虽然 它 有 一点 ajar.	contradictory
1 从 这些 报告 中 获得 的 信息 成为 公开 可 用 的 数据库 的 一 部分 , 称为 有毒 释放 清单 或 tri.	在 不久 的 将来 , 这些 信息 将 非常 有 用 .	neutral
他 几乎 不 超过 五 英尺 , 四 英寸 , 但 却 带 着 极 大 的 尊严 .	那个 人 是 6 英尺 高 .	contradictory
金融 机构 对 mapplethorpe 案 的 分析 提供 了 一个 很 好 的 例子 , 说明 他 采取 干预性 做法 的 危险性 .	金融 机构 对 干预性 做法 的 分析 表明 , 它 没有 危险 .	contradictory
公民 资格 申请 的 增加 导致 了 较 长 的 加工 期 , 据 批评 者 说 , 有些 移民 被 错误 地 归化 .	据 批评 者 说 , 一些 移民 不 应 入籍 .	entailment
他 对 她 进行 了 报复	她 的 报复 甚至 更 糟 .	neutral
这些 理由 对 案例 研究 申请 是 适当 的 , 这 是 一个 特别 令 人 关切 的 问题 , 如果 对 调查 结果 加以 概括 .	没有 理由 提 出 案例 研究 申请 .	contradictory
他 考虑 派 圣 罗 德里 去 查出 发生 了 什么 事 但 空气 被 打碎 了 , 一 具 尸体 和 一匹马 倒 在 石头 上 的 骨头 上	圣 德里 梅 里 不 可能 知道 发生 了 什么 事	contradictory
总 会计 办公室 , 管理 选定 机构 使用 业绩 协定 的 新 好处 , 高 -01-115 ( 华盛顿 特区 ).c. : 十月 页 : 30	总 会计 办公室 设 在 佛罗里达州 .	contradictory
没有 任何 事情 可以 回到 那里 .	我 有 这么 多 在 那里 等 着 我 .	contradictory
一个 和平 之 城 远离 那些 为 你 狩猎 的 人	该镇 是 和平 的 .	entailment
他 在 巴黎 歌剧院 的 设计 中 , 有 一个 宏伟 的 双 梯 , 启发 了 charles garnier.	每个 楼梯 上 有 50 个 步骤 .	neutral
我 不 敢 , 先生 , 我 怕 他们 她 转身 离去 .	她 说 她 怕 他们 , 那 女孩 就 走 了 .	neutral
作曲家 朱塞佩·威尔 第是 risorgimento 的 最高 艺术家 .	朱塞佩·威尔 第是 一个 葡萄 农民 .	contradictory
有效 管理 一个 组织 的 工作 人员 其 人力 资本 对 取得 成果 和 内部 控制 的 一个 重要 部分 至关重要 .	管理层 已经 到位 , 让 工人 们 快乐 .	neutral
很 显然 , 这 一定 是 他们 疯狂 的 努力 , 寻找 一 种 方法 把 天空 放 回去 .	他们 没有 试图 找到 一 种 方法 把 天空 放 回去 .	contradictory
官员 的 口头 评论 摘要 , 并 向 被 审计 实体 的 管理层 提供 一 份 摘要 副本 , 以 核实 是否 准确 说明 了 这些 评论 意见 .	所 述 的 评论 必须 加以 核实 .	entailment
杂志 上 有 凯 思 琳 · 威利	凯瑟琳 · 威利 从 未在 杂志 上 讨论 过	contradictory
即使 你 不 是 一个 狂热 的 鸟类 观察者 , 你 会 享受 在 树林 中 温柔 的 散步 , 有 机会 看到 令 人 兴奋 的 羚羊 , blackbuck 和 cheetal ( 斑点 鹿 ) .	树林 里 有 很多 散步	entailment
我 已经 与 发电 界 的 代表 共度 了 时间 , 并 听到 一些 对 立法 有 兴趣 的 人 , 他们 将 提供 我们 今天 讨论 的 公共 卫生 和 环境 利益 .	我 没有 听到 发电 部门 代表 的 发言 .	contradictory
此外 , 许多 联邦 首席 财务官 在 部门 或 机构 一 级 对 执行 [ 成果 法 ] 负有 主要 领导 责任 .	许多 首席 财务官 负责 [ 成果 法	entailment
这 是 我 在 13 世纪 传奇 的 13 世纪 战役 中 被 詹姆斯·我从 荒野 中 赢得 的 许多 教堂 之 一.	教 会 是 由 摩尔人 建造 的 , 是 促进 文化 多样性 的 一 种 方式 .	contradictory
这 一 滞后 情况 反映 出 美国 在 国外 资产 的 回报率 一直 超过 美国 外国 资产 的 回报率 .	美国 在 国外 资产 的 回报 超过 了 美国 的 外国 资产	entailment
我 相信 是的 .	他 确实 是 一个 同性恋 的 人 .	neutral
庆祝 他 1492年 航程 的 quincentennial 周年 纪念 看到 该 城市 的 历史 港口 经历 了 一 次 面对面 的 活动 , 并 增加 了 在 欧洲 最 大 的 水族馆 , 对 有 孩子 的 游客 来说 是 一个 必须 看到 的 .	海洋 水族馆 是 全 欧洲 最 大 的 水族馆 , 是 在 quincentennial 周年 纪念 上 加 上 的 .	entailment
在 1600年 , 都灵 只 是 一个 有 40 , 00040,000 名 居民 的 强化 村庄 , 但 在 一个 世纪 之后 却 上升 到 93 , 00093,000 人 .	人口 在 一百 年 后 下降 .	contradictory
呃 , 铜 头 大 部分 .	铜斑蛇	neutral
人口 和 经济 假设 意味着 2020年 至 2075. 年 期间 总工 时 的 平均 年增长率 从 0.7% 下降 到 0.2	在 过去 十 年 里 , 总 工作 时间 一直 在 减少 .	contradictory
然而 , 在 某种 程度 上 , 私营 工业 有 可能 站 起来 , 收集 几乎 所有 的 邮件 , 处理 这些 邮件 , 并 将 其 交给 邮政 服务处 交付 .	私营 工业 可以 改善 邮政 服务 的 表现 .	neutral
我 在 旅行 时 意识 到 了 很多 事情	当 我们 旅行 的 时候 , 我 意识 到 了 很多 事情 .	entailment
我 不 知道 那 应该 是 一个 很 好 的 统计 数字 呢	这 不 是 一个 很 好 的 统计 , 它 是 完全 没用 的 .	contradictory
之后 就 开始 麻 烦了	麻烦 开始 了	entailment
很 有 创意 , 对 年轻人 有 吸引力	年轻人 很 有 创意 , 很 受 欢迎	entailment
常识 接管 了 德 鲁 的 手 从 枪托 上 掉下来 了	德 鲁 还有 几 秒 钟 就 开枪 打 人 了	neutral
详情 见 附录 5.2.	附录 有 更 多 的 信息 .	entailment
说 得 好 , 戴夫·汉森	说 得 好 , 戴夫·汉森 , 我 相信人 们 会 同意 的	neutral
文字 框 2.1 将 国内 生产总值 与 另 一 项 经济 产出 国民 生产总值 ( 国产 总值 ) 进行 比较 .	国内 生产总值 与 国产 总值 没有 比较 .	contradictory
夏洛特 广场 和 南 夏洛特 街 拐角处 的 建筑 是 亚历山大·格雷 厄姆·贝尔 的 诞生地 , 电话 发明家 .	亚历山大·格雷 厄姆·贝尔 , 电话 发明家 , 出生 在 夏洛特 广场 角落 的 那 栋 大楼 里 .	entailment
他 是 好 的 , 比 乔 恩 更 好 , 说 kal.	Kal 知道 这个 人 比 jon 告诉 别人 更 好	neutral
是 啊 , 没有 太 多 不 太 多 的 大 的 在 这里	几 个 大 的 都 在 眼前	contradictory
尽情 享受 吧 , 圣诞 快乐 !	好好 享受 !	entailment
是 啊 , 你 知道 他 会 对 我 大 吼 大叫 你 知道 , 他 不 是 一个 叶 勒 , 但 ,	他 不 喜欢 我 买 这个	neutral
你 已经 超过 了 分钟 的 时间 限制 在 接下来 的 三十 秒 内 挂 了 , 所以	分钟 的 时间 限制 很 容易 错过 .	neutral
我们 怎么 知道 ?	我们 确定 吗 ?	entailment
根据 美国 今天 的 报道 , 大部分 国家 将 在 星期二 经历 多 云 但 天气 良好 的 天气 .	星期二 的 天气 将 会 是 阳光 明媚 .	contradictory
德克萨斯州 农村 法律 援助 局 局长 戴维·霍尔 说 , 里约 格 兰德 河谷 穷人 的 法律 服务 不足 , 需要 大 幅度 增加 资金 .	大卫 · 霍尔 正在 提 出 一 项 解决 资金 短缺 问题 的 立法法 案 .	neutral
他 想 是的 , 他 刚刚 告诉 我 这个 上周 他 说 你 不 记得 我 让 他们 在 四 年 里 资助 它 , 他们 回来 了 , 他们 说 , 他们 有 它 的 五分之一 , 我们 已经 签署 了 文件 和 我 可能 已经 在 那里 了 我 不 记得 听到 了 , 但 我 也 不 是 一个 负责 它 , 所以 我 没有 支付 密切 关注	我 记得 听到 他们 说 他们 已经 想通 了 四 年 , 我 一直 在 密切 关注 .	contradictory
这 是 一个 诡计 ? 问 adrin.	Adrin 不 关心 这 是 一个 诡计 与否 .	contradictory
此外 , 另 一 项 好处 包括 允许 不动产 顾问 继续 向 美国 证券 交易 委员会 登记 , 这 将 使 顾问 能够 遵守 1974年 [ 雇员 退休 收入 保障法 ] ( erisa ) 的 要求 .	[ 雇员 退休 收入 保障法 ] 在 国会 中 遇到 了 很多 反对 意见 .	neutral
在 这 段 时间 里 你 会 来到 图卢兹 , 阿尔比 和 蒙彼利埃 的 历史 城镇	你 将 经过 图卢兹 , 阿尔比 和 蒙彼利埃 的 历史 城镇 前往 最后 目的地 .	entailment
现在 跟 我 说说 这 件 事	我 不 想 听 你 说 什么	contradictory
审判 律师 向 他 和 他 的 党 追 了 很多 钱	他 被 审判 律师 给 了 很多 钱	entailment
一般 认为 , 竞争 会 带来 效率 , 无论 是 经济 还是 技术 方面 的 效率 .	最近 发生 的 事件 使 人们 质疑 这种 传统 智慧 是否 属实 .	neutral
牛 羊 市场 并 不 是 旅游 景点 .	养牛 市场 的 目的 是 让 游客 停下来 看看 .	contradictory
你 相信 吗 , 柯 比 先生 , 这些 是 阿 莫斯 lutterfield 带 给 我 的 ?	阿 莫斯 给 我 带来 了 两 打 鸡蛋 从 他 珍贵 的 母鸡 .	neutral
真的 , 我 相信 国家 是 最 好 的 , 但 我 如何 摆脱 这些 肮脏 的 想法 ?	我 觉得 这个 国家 是 没有 能力 的 .	contradictory
我们 都 得到 了 我们 的 竞选 丝带 来自 hr22. 的 战争	他们 都 有 来自 hr22 战争 的 竞选 丝带	entailment
这些 病人 更 有 可能 是 年轻 , 男性 , 衣衫不整 , 没有 保险 和 低 收入 .	病人 更 有 可能 是 低 收入 的 年轻 男子 .	entailment
总署 将 采取 后续 行动 , 与 有关 机构 官员 讨论 各项 建议 的 状况 ; 获取 支持 建议 执行工作 的 机构 文件 副本 ; 并 进行 充分 的 工作 , 以 核实 所 建议 的 行动 是否 正在 采取 , 并 尽可能 取得 预期 的 结果 . 正在 实现 .	总署 正 撤出 所有 站 , 以 确保 所 建议 的 行动 得以 落实 .	neutral
越来越 多 的 商队 和 骑手 越 过 了 " 大安 " 的 道路 , 因为 他 越来越 接近 fena kef.	" 大安 " 是 独自 骑马 去 fena卡夫.	neutral
真的吗 ?	是 这样 吗 ?	neutral
这 一 术语 的 修改 不 包括 补贴 费用 reestimates , 困难 贷款 的 例行 行政 解决 以及 现有 合同 条款 允许 的 行动 .	修改 每年 都 有 很多 toinvolve 补贴 费用 .	contradictory
