premise	hypo	label
Úgy értem, ők, de én nem címkézem	Címkézem őket, ahogy akarom.	contradictory
és nem tudom, mi a megoldás	Van egy tökéletes ötletem, hogy mit tegyek.	contradictory
ez nem a TI emberek által történt	A TI emberek nem csinálták.	entailment
Az elmúlt 27 évben az LSC több millió alacsony jövedelmű polgárnak segített megoldani a fontos, néha életveszélyes polgári jogi problémákat.	Az elmúlt 27 évben az LSC-t a kormány finanszírozta.	neutral
igen, igen, nem volt sok jó jégünk, de nem nagyon köszönöm a jóságot	Nem volt túl sok jég, de volt néhány.	entailment
A zseniális sajátosság.	Egy unalmasság az unalmas.	contradictory
mesterdíj	Senki sincs irányítva.	contradictory
Clinton elhozta a konyhába, hogy bemutassa a légiutas-kísérőket.	Clinton soha nem repült repülőgépen.	contradictory
A törvény előírja, hogy a könyvvizsgáló a CFO-törvényben megjelölt 24 főosztályának és ügynökségének mindegyike esetében az ügynökségek pénzügyi kimutatásainak éves ellenőrzése részeként jelentse, hogy az ügynökségek pénzügyi irányítási rendszerei lényegében megfelelnek-e a szövetségi pénzügyi irányítási rendszerek követelményeinek, az alkalmazandó szövetségi számvitelnek szabványok és az SGL tranzakciós szinten.	A törvény nem ír elő semmilyen könyvvizsgálót.	contradictory
A Kincstár is előírja, hogy a szervezeti egységek a szabálytalan kiadások eseteit tegyék közzé a hibás juttatási díjakból és a felperesek által elkövetett csalásból.	Az osztályok általában vonakodnak a hibák elismerésében.	neutral
Jeruzsálem első latin királysága idején sok lenyűgöző templomot építettek, de 1187-ben a nagy harcos Saladin alatt muszlim erők hajtották ki őket.	Saladin 1187-ben nagy muszlim harcos volt.	entailment
de sok nő tudás, mint a labdarúgás ismerete	Sok labdarúgó tudásom van.	neutral
igen ooh, bárcsak meg tudnám csinálni	Nem tartom ezt nagyon érdekesnek, és soha nem akarom magam próbálni.	contradictory
A gazdasági bizonytalanság idején esetlegesen elkerülhetetlen feszültségek ellenére a francia emberek egyre inkább elismerik, hogy a nyugati Indiában és az egykori kolumbiai „Algéria, Tunézia és Marokkó” franciaországi telephelyeiből származó bevándorlók gazdagítják a nemzeti kultúrát és hozzáadják a fűszereket az ország konyhája.	A francia nép egyre inkább felismeri, hogy egyes bevándorlók elismerik a nemzeti kultúrát, és fűszereket adnak hozzá az ország konyhájához.	entailment
Az elmúlt években időnként az iroda állami és szövetségi finanszírozást kapott havonta, amit az egyik szövetségi hivatalnok egy lépéssel elhanyagoltak.	Az iroda állami és szövetségi támogatást kap.	entailment
Végezetül, az elemzési jelentések, amint azt a 603. bekezdés c) pontja előírja, hogy a Bizottság csökkentette a terheket, és hogy a megtartott szabályozási terhek szükségesek annak biztosításához, hogy a nyilvánosság az új szolgáltatások előnyeit gyorsan és hatékonyan kapja.	A Bizottság csökkentette a munkavállalók terhét.	neutral
Nehéz volt megbocsátani a kedves férjem ellen mondott dolgokat, de öreg asszony vagyok és szeretlek szeretettel, Emily Inglethorpe 79 A zsűrinek átadta a figyelmet.	Én egy öreg hölgy vagyok, aki sokat szeret.	entailment
Tim, soha nem kellett volna bejutnunk ehhez a szörnyűséghez, de most nincs más választásunk, mint ...	Tim egy idióta volt, és behozta őket ebbe a rendetlenségbe.	neutral
és a könyvem volt, és nem olvastam olyan sokáig, hogy olvassam a másik napot, hogy lássam, hogy meg tudom nézni a filmet	Élveztem a könyv olvasását, mint a film megtekintése.	neutral
Sunraider azt akarja tudni, hogy ki az anyja, és Hickman tudni akarja, hogy Bliss lett Sunraider.	A Sunraider ismeri anyja identitását.	contradictory
A kompkikötő a kikötőben, a zseniális Plover Cove víztározó mellett érhető el, a vízgyűjtő területet a tengerből elszívó, és egy széles beömlőnyílás veszi körül.	A kikötőben nem lehet komphajót venni.	contradictory
Ó, tényleg, hogy van egy olyan politika, ahol tanácsot adnak az embereknek, ha pozitívan jönnek vissza, vagy rögtön meggyújtják őket	Azt hallottam, hogy meggyújtják azokat az embereket, akik pozitívak.	contradictory
A Chicagói Kortárs Művészeti Múzeum csak felvette az új fejét a Disney-től.	A Chicagói Kortárs Művészeti Múzeum új vezetőjét épp most bérelték el Disney-től.	entailment
Az Egyesült Államok megkönnyítette a külföldi mezőgazdasági munkavállalók behozatalát az Egyesült Államokban a munkavállalók állítólagos hiányára, sok éven át különböző programok keretében.	Az Egyesült Államokban a munkavállalók hiánya a rossz gazdaság eredménye.	neutral
A parton található egy rakpart és több macskaköves sáv, ahol éttermekkel kellemes ebédet lehet biztosítani.	Ha valamit enni akarsz, sajnos a Shore-nak nincsenek éttermei.	contradictory
Rochester New Yorkban vagyok, mindenki másnál, de egy Texasban volt	Csak két ember van Texasban.	entailment
Ezért gondoskodnak róla, hogy megállítsák.	Nem kell megállítani.	contradictory
Több vízgyűjtő terület mélyreható, igen kiterjedt esettanulmányát végeztük el, és a zárójelentés az esettanulmányok eredményeinek szintézisén alapul - egy másik példa arra, hogy a találatokat a különböző webhelyeken integráljuk (USA).	Soha senki nem vett időt a vízgyűjtő területek tanulmányozására.	contradictory
A hirdetők gyakran arra késztetnek bennünket, hogy lázadjanak, és gyakran sürgetik, hogy megfeleljenek.	A hirdetők arra buzdítanak bennünket, hogy dolgozzunk.	entailment
- Remélem, hogy meg fogsz jönni, hogy megnézd a dolgokat. '	A hangjában finom fenyegetés volt, ahogy azt mondta: „Azt hiszem, meg fogsz jönni a dolgok meglátogatására. '	neutral
A második század maradványa a.d. a templom, amely egyszer támogatta a Templom-hegyet, ez a világ legelterjedtebb helye a zsidó hitnek.	A fal maradványa érdekes történelmi tárgy, de már nem sok vallási jelentősége van.	contradictory
ismeri a vállalat biztosítását és és	A társaságnak nincs biztosítéka	contradictory
el kell mennie kicserélni őket valami kicsit keményebbé	A legtöbb cserje keményebb, mint ezek.	neutral
De ezek a trivia, hogy mit hagyott engem és a húgomat.	De ezek a válaszok arról, hogy mit hagyott engem és a húgomat.	contradictory
A férfiak pénzt ígérnek a menyasszonyok családjainak, majd gyakran a szexuális rabszolgaként kezelik a feleségeket.	A feleségeknek és családjaiknak fogalma sincs arról, hogy mit érnek.	neutral
Az autó várt, és visszajöttem.	Az autó maradt, és én maradtam.	contradictory
tudod, hogy nagyon szép és barátságos ott van, és nem találhatod ezt az összes sportban	Nagyon szép és barátságos a futballpályán	neutral
Úgy értem, itt az uborka olyan, mint az őrült	Az uborka itt nagyon jól nő az eső miatt.	neutral
a gép számára igen	Nem, ne használja a gépet.	contradictory
Ez most egy csendes lakóhely, amely népszerű a művészek és a turisták között, akik el akarják menekülni a tömegből.	Ez egy zajos lakónegyed, mely népszerű a zenészek körében.	contradictory
Határozottan nem értünk egyet az alelnök által az ellenőrzési és hozzáférési hatóságunkkal szembeni kifogásokkal.	Az alelnök az ellenőrző hatóságnak adta előrelépését.	contradictory
És mivel a SurfWatch promóciós irodalma örömmel rámutat, a szűrők segíthetnek a menedzsment védelmében a szexuálisan kifejezett anyagok munkahelyen történő engedélyezéséért.	A múltban a menedzsment felelőssége a kifejezett anyagok munkahelyen történő engedélyezéséért.	neutral
Csak egy fia maradt fenn a katasztrófáról.	A katasztrófától mentálisan megrémült.	neutral
Az APHIS környezeti vizsgálatot végzett, és megállapította, hogy az e szabály által előírt vagy engedélyezett tevékenységek nem jelentenek jelentős kockázatot a bevezetésre	Nagyon óvatosak voltak az értékelésükkel.	neutral
Hosszirányúak voltak, helyszíni megfigyelők készítették, akik résztvevő-megfigyelői szerepeket kerestek, és olyan vizsgálatot képeztek, amely az események változó megértéséből és jelentőségéből állt az őket érintő személyek számára.	A megfigyelők a helyszínen készítették, vizsgálatot folytattak, és hosszantiek voltak.	entailment
Azt hitte, hogy a férfiak, akik a filanderinget használják, ki fogják használni azokat az érveket, amelyek szerint a csalást nehéz ellenőrizni.	A férfiak soha nem csalnak feleségeiken.	contradictory
Úgy tűnik azonban, hogy a változásnak nem lenne negatív hatása, mivel a jelenlegi politikával ellentétben összhangban lenne a légitársaságok azon álláspontjával, hogy a gyakori utasforgalmi mérföldek az egyéni utazókhoz tartoznak.	Az egyének olyan emberek vagy vállalkozások csoportjai, akik csapatként dolgoznak egy cél elérése érdekében.	contradictory
Mindenhol csend, és redőnyös ablakok.	Egy vihar jött, így az ablakok zártak.	neutral
A városból az alábbi kis kikötőbe egy 587 lépcsős szűk macskaköves ösvény vezet, most a szamarak flottája, amely várakozással rendelkezik a tengerjáró hajók utasainak a városba történő szállítására.	A városból a kikötőbe közlekedő szamarak flottája közlekedik.	entailment
de amúgy is jól tudok többet mondani	Nem tudok többet mondani a bevándorlásról.	neutral
um, így van egy személyi számítógépe	Nincs számítógéped a házadban, ugye?	contradictory
mit csinálnak azért, hogy eldobják és	Milyen módszerrel alkalmazták ezt a célt; öntötte a szerszámot, vagy préselték?	neutral
Igen, de tovább kell olvasnod, hogy az emberek megtanuljanak olvasni tudni	Senkinek egyáltalán nem kell olvasnia.	contradictory
Más megkülönböztetések lehetségesek, mint például az ömlesztett és nem ömlesztett, de a sebességkülönbség dominál.	Más megkülönböztetés nem lehetséges,	contradictory
Az ifjúság csak egy túlságosan könnyen kitermelt kudarc.	Az ifjúság elképzelése a növekedés által könnyen megoldható hiba.	entailment
Én rendben van, hogy nézni az embereket, hogy menjenek ki, és megtörjék a lábaikat, de nem fogok mászni más fadarabra, és leereszkedni egy csúszós hegyoldalon.	Szeretném, ha a hegy csúszni, az életem álma.	contradictory
A tűz ég, és elpusztítja.	A tűz elpusztította.	entailment
KIEGÉSZÍTÉS -Az intézkedés egy gazdálkodó egység eszközeiből vagy pénzügyi erőforrásából származó összeg eltávolítására.	A pénzügyi adatok eltávolítására a leiratkozásokat használják.	entailment
A 20.000 lakosból 2,5 millió metropolisz lett, szoros csoportosított felhőkarcolókkal és néhány kínai legmagasabb grosengiparral.	A lakosság több mint két millióval nőtt.	entailment
Csak a Mars Probe találja a kiscicákat és a Schredinger macskáját (amely magában foglalja a Sacajawea esőköpenyét és Wittgenstein 's banánját).	Martin műveit sokan élvezik.	neutral
és beszéltem valakivel az oktatási rendszerről, amiről elfelejtettem pontosan, hogy mi a fókusz, de ez elég érdekes volt, és beszéltem valakivel a hitelkártya használatával kapcsolatban	Beszéltem valakivel az oktatási rendszerről és a hitelkártya használatáról.	entailment
lássuk tehát, hogy milyen jól tetszik a zene	Mondd el nekem az összes zenét, amit szeretsz hallgatni	contradictory
- Hé, mi az? - Felnézett, és Hanson követte a tekintetét.	A földre nézett, miközben Hanson felnézett.	contradictory
Vagy a hideg vasaló tönkreteszi itt? Sather Karf nyilvánvaló undorral horkant, de Bork csak vigyorgott.	Sather Karfnak nincs kérdése a hideg vasalással és a varázslással kapcsolatban.	contradictory
5 millió amerikai lakik, akik a szegénységi szint alatti jövedelműek.	5 millió amerikai készít túl sok pénzt	contradictory
A 2000-es évre vonatkozó átalakítási erőfeszítéseket gyakran szigorú időbeli korlátok között hajtják végre, amelyek megfelelő irányítás nélküli figyelem nélkül az adatok és programok integritásának ellenőrzését és az érzékeny adatok bizalmasságát gyengíthetik.	A 2000-es évre vonatkozó átállási erőfeszítésekre nehezedő szigorú időbeli korlátozásoknak semmilyen módon nem kell befolyásolniuk az érzékeny adatok bizalmas jellegét.	contradictory
A csendes-óceáni háború ténylegesen 70 perccel a Pearl Harbor-ra, Malajzia keleti partján, a Kota Bharu közelében fekvő támadás előtt kezdődött.	70 perccel a Pearl Harbor támadás előtt megkezdődött a Csendes-óceáni háború.	entailment
Maga a király 1598-ban halt meg, hogy eltemessék egy családi sírban a bazilika magas oltárán.	A király 1598-ban halt meg, és egy családi sírban temették el.	entailment
A tiszta égboltról szóló törvény szerinti kibocsátáscsökkentés eléréséhez szükséges ellenőrzési technológiák telepítéséhez szükséges erőforrásokat becsültük és összehasonlítottuk a jelenlegi piaci elérhetőségükkel.	Ellenőrző technológiák telepítése a kibocsátások csökkentéséhez szükséges erőforrások csökkentése érdekében.	entailment
A forradalmi guillotin mintegy 2500 áldozata töltött az utolsó órájukban a Conciergerie-ben.	A francia forradalom volt az utolsó alkalom, hogy a Conciergerie-t fogva tartották.	neutral
Bretagne vidéke vad és kevésbé civilizált, egyenetlen partvonalú.	Bretagne vidéke unalmas és hétköznapi.	contradictory
77 „Az árnak mindenképpen hatalmasnak kellene lennie” - mondta könnyedén.	Úgy véli, hogy az ár minden esetben óriási a nyári időben.	neutral
hogy ez nagyon jó izgalom számukra	Azt hitték, unalmas.	contradictory
uh-huh, tudom, hogy Costa Rica nem engedi, hogy bárki jöjjön be, hogy jöjjön be, amit hívsz, amit hívnak bevándorlóknak, amiket nem engednek meg ilyesmihez, mint én nem tudok Costa Rica-ba menni és éljenek egy amerikai állampolgárként, nem engednék meg, hogy ott dolgozzak, hogy ne dolgozhassanak ott Costa Ricans számára, mert nem engedik, hogy az emberek olyan kevésbé népekbe költözhessenek, amiket ismeritek és munkát vállalnak	Costa Rica-ban az amerikai állampolgárok bevándorlása tilos.	entailment
A második kijelentés szerint az aránykülönbségnek meg kell egyeznie a munkamegosztó program átlagos megtakarításával.	Az aránykülönbségnek meg kell egyeznie az átlagos növekményes megtakarításokkal.	entailment
Carryin egy vércsikó, azt hiszem.	A vércsikó éppen most született.	neutral
A nagy fináléban, mivel a kis fürdőruhákban a férfiak és a nők majdnem pornográfos vízbalettet csinálnak egy óriási üvegfalú tartályban, egy sor topless showgirls hangzik a színpadra Harley Davidsons-nál, míg a lézerek nyomon követik az amerikai ikonok - a Szabadság-szobor Washington és Lincoln profiljai, az Iwo Jima zászlózása - a színpad szárnyaira, és egy 15-részes pit zenekar Bruce Springsteen 's született az USA-ban. A kapzsiság, a likőr, a jingoizmus, a rossz ízlés és a teljesen kényszerítő szórakozás.	A finálé és undorító volt, sok meztelenséggel.	neutral
a különböző családi összejövetelek és osztálytalálkozók megszervezése az ország egész területén igen mindig úgy gondoltam, hogy ez egyfajta szórakozás lenne, amit különösen egy osztályegyesítéssel ismernek, ahol	Nagyon várom az osztályegyesüléseket.	entailment
Vegyük a középszintű mozgólépcsőt a hollywoodi útra, amely régiségekről és curio vásárlásáról ismert.	Hollywoodi út a város központjában található.	neutral
Csak az erődtől nyugatra található a korábbi elnöke, Ras El-Tin királyi palota, amelyet 1834-ben építettek Mohammed Ali számára.	Mohammed Ali eléggé gazdag volt ahhoz, hogy egy önálló palotát építsen.	neutral
igen igen, lássuk, mi más társadalmi változások az elmúlt tíz évben oh azt hiszem, a férfiak és a nők között láttam egy csomó változást a nők úgy érzik, mintha egy karrier lehet anya minden szuperember	Manapság úgy tűnik, hogy a férfiak többnyire nyomást gyakorolnak arra, hogy otthon maradjanak, és gondoskodjanak a gyerekeikről.	contradictory
Senki sem kell ülni.	Ülj fel .	contradictory
Egyedül voltunk egy folyosón.	A zsúfolt folyosón álltunk.	contradictory
Jesse Helms ellenzi, hogy Kína állandó MFN-státuszt kapjon, és a rossz viselkedésért jutalmazza.	Kína állandó MFN-státuszú.	contradictory
A hatóságok úgy vélik, hogy a fejvadászok a fegyveres rablás fedezésére használták a szakmát.	A vadászok nem mindig tisztaak.	neutral
de az egész szezonra mentek, és minden ilyen helyzettel rendelkeztek, majd véget ért a szezon, hogy felfedezzék Pamet, hogy ez egy álom	Az egész szezon előtt kiderült, hogy ez egy álom volt.	entailment
az út.	Az út anyagai	neutral
Maga a köpeny a vadon élő kecskék kísértése és egy elszigetelt világítótorony és egy őrtorony helyszíne.	A köpeny vadkecskéket és egy elszigetelt világítótornyot és egy Őrtoronyot tartalmaz.	entailment
Néhány múzeumi darab volt.	Néhányan múzeumokból készültek.	entailment
és van egy csomó rossz dolog, amit csak igazán lenyomnak, hogy megnézhessem	A hírek lenyomják.	neutral
és ő csak annyira barátságos volt, és megkérdeztem a menedzsert, ahogy kijelentkeztem, azt mondtam, hogy a hölgy egy balerina vagy mi, és ő elmondta, hogy nem egy bulimikus	A menedzser azt mondta, hogy ő volt a hölgy balerina, akire utaltam.	contradictory
Akármi más ?	A kérdés azt kérdezi, hogy van-e máshol.	contradictory
Az F / A-18E / F rajzai 56% -át kitöltötték, és a felső szintű interfészrajzainak több mint 90% -át fejezte be, és a rendszertervezetbe vetett bizalmat.	A rajzok hetekig tarthatnak.	neutral
Másrészt ugyanazon kombinációjú lovak több Lexington körüli családnak is büszkék voltak.	A Lexington családjai lovakkal rendelkeztek.	entailment
És ez a hónap szavazatai csak a csaták a keresztes hadjáratokban.	E hónap szavazatai nem fontosak.	entailment
Saint-Malo továbbra is fontos halászati kikötő, kompkikötő és jachtkikötő.	Saint-Malo még mindig fontos halászati kikötő.	entailment
Istenek, mondta San 'doro.	San 'doro mondta az Isteneket.	entailment
Mások azt mondták, hogy a március 23-i lövés után elvesztette a rablót, ami 78 embert hagyott átmenetileg hajléktalanul.	Mindannyian vádolták, hogy megkerüljék őket, amikor visszatértek otthonukba.	contradictory
és jól gondolom, hogy most már mindannyian visszajön hozzám, ami nem a Deep, hanem a Abyss	Nem emlékszem semmire.	contradictory
információt kap.	Információra van szükség.	entailment
um-hum általában csak azt próbálom elgondolkodni, hogy azt hiszem, inkább inkább a három hasonló felé fordulok	A dolgok véleménye nagymértékben változik attól függően, hogyan érzem magam.	neutral
Ez a kétéves finanszírozási döntés azért született, hogy lehetővé tegye a Missouri jogi szolgálatok számára az időt és lehetőséget egy életképes, hatékony és átfogó állami terv kidolgozására.	A Missouri-törvényhozók tudták, hogy időbe telik, hogy hatékony állami tervet hozzanak létre.	neutral
Barry egyetértett abban, hogy a nehéz esetekben az ED-ben az alkoholproblémákra fordított idő és erőforrások nagy részét veszik igénybe.	A nehéz esetek nem sok időt vesz igénybe.	contradictory
Most azt állítják, hogy az egyetlen entitás elnyomja a fizetést és megsérti a trösztellenes törvényeket.	Azt mondják, hogy az egység megsérti a trösztellenes törvényeket, amelyeket a nagy depresszió előtt hoztak létre.	neutral
ő is van	Ők nem rendelkeznek velük?	contradictory
igen, nem is, és nem vagyok biztos benne, hogy mi van az üzletben, azt hiszem, hogy fájt, de nem játszott, mert valószínűleg két hónapja nem játszott, és én már elmentem három vagy négy játékuk, és én még azt sem hiszem, hogy a pálya szélén volt, így ii úgy gondolja, hogy fájt a térdére vagy valami másra, de ő biztosan nem volt olyan, mint amilyennek úgy kellett volna lennie	Ő a legjobbat játszotta, de azt hiszem, szüksége van egy kis időre.	neutral
A VA 1992-ben jelentette be első Carey-díját.	Az első Carey-díjat 1992-ben a VA vezette.	entailment
Anthony M. Kennedy, a Legfelsőbb Bíróság által megfogalmazott nagy kezdeményezés az Amerikai Ügyvédi Kamara első számú törvénynapja.	Kennedy és az ABA együtt dolgoztak.	entailment
Törölközőt és fürdőkádat viselve a gőzölgő márvány mosdóba kerül, ahol forró víz vödröket öntenek, mielőtt egy kísérő készít egy durva kesztyűvel dolgozni, eltávolítja a szennyeződést és a halott bőrt, és rózsaszínre és ragyogásra hagyna .	Miután forró vizet öntöttünk az egész testünkön, egy kesztyűs kísérő hámlasztja a bőrt, amíg rózsaszín és ragyogó lesz.	entailment
Az Apaches összes története, amely az őr megérintett távolságához nyúlik a Strongholdon.	A Rivas fiút egy évvel ezelőtt megölték.	entailment
A második pedofília megijesztés pragmatikusabb törvényes zsarolást szolgált.	Csak egyetlen pedofília megijedt.	contradictory
oké, én Carrolltonban élek	Van egy házam Carrolltonban.	neutral
Azt mondta, hogy északra ment.	Azt mondta, hogy észak felé ment.	entailment
Felismerve, hogy ezek az egyéb igazolások átfedik egymást, és nem mindegyike alapvető kiindulópontnak minősül, érdemes felsorolni őket.	Ezek az igazolások nem kiindulópontok, mert túlságosan indepthesek.	neutral
A gazdagok sem tartották meg azt a hallható jelzést, hogy a kvázi-angol, kvázi-zárolt akcentussal, amit a duzzanatok mind a depresszió korszakának filmjeiben éltek.	A Depresszió-kori filmek ékezetei eltűntek, mert évek óta elfelejtették.	neutral
Kétségbeesetten felkapaszkodott a vonat tetejére, közel jártam egy ablakhoz.	Az első autó lépcsőin léptem be a vonatba.	contradictory
Elvesztette birodalmát Amerikában és a csendes-óceáni térségben, majd 1923-ban megalázó vereséget szenvedett Marokkóban a helyi lázadók kezében.	A helyi marokkói lázadók 1923-ban legyőzték.	entailment
Az értékelési évre elkülönített aktuáriusi jelenérték e részét szokásos költségnek nevezik.	A szokásos költség a aktuáriusi jelenérték nagy része.	neutral
de ő a sztárja annak a csapatnak, amelyik az ő csapata, és amikor elhagyja őket, elpirulnak	Soha nem sikerült, amikor leült.	neutral
Az első szelvény az összes nyilvános vállalatra vonatkozó alapvető jelentést jelentené.	A riporterek az alapelveket vázoló keretrendszert követik.	entailment
Ezen túlmenően, miközben ezek az ügynökségek az ügyfelekkel és más érdekeltekkel együttműködnek, nagyobb hangsúlyt kell fektetni a szervezeti határokon belüli és az együttműködésen belüli együttműködés elősegítésére az eredmények elérése érdekében.	Az ügynökségek együttműködnek az ügyfelekkel és más érdekeltekkel.	entailment
Hirtelen Tuppence felkiáltott.	Tuppence valami élesen ült, és felállt.	neutral
Az ügynökségek egyes szabályai saját weboldalaikkal külön hivatkozásokat nyújtottak mind a szabályokra, mind az elektronikus megjegyzési eljárásokra (pl.	Egyes ügynökségek honlapjai külön szabályokat és eljárásokat tartalmaznak.	entailment
Adrin alulcsapott, megpördült, és a két férfi ismét megrándult.	Adrin felugrott a férfi tetejére, és elkezdte megragadni.	contradictory
igen jó és alacsony	Nem, rossz és magas.	contradictory
Ha beleszeretett az olasz kávéba, miért ne vásároljon egy kompakt változatot az eszpresszógépről vagy a csomagolt pörkölt babról?	Sajnos nincs mód arra, hogy az eszpresszókat önmagában készítsük el.	contradictory
De ő volt a parancsai: nincs kapcsolat a három utazóval, hacsak nem volt félelem a támadásról.	Rendelkezett, hogy ne lépjen kapcsolatba a három utazóval, hacsak nem fél a támadástól.	entailment
6 millió euró a bíróság által kinevezett ügyvédeknek a Jogi Segítségnyújtási Társaságnak nyújtott támogatásból.	6 millió adományt adtak át a Jogi Segítségnyújtási Társaságnak a bíróság által kijelölt ügyvédeknek.	entailment
Az elmúlt két évtizedben a növény túlzott növekedésétől elmentve 12 km (7 mérföld) az Ipoh-tól Kellie-kastély, egy kúria, amelynek épülete megállt, amikor a tulajdonos, William Kellie Smith, egy gumifúró, meghalt Skóciában. az 1920-as évek közepén.	William Kellie Smith egy gumifúró volt, aki az 1920-as évek közepén Skóciában látogatott meg.	entailment
A piros zászló azt jelenti, hogy az úszás veszélyes, és a fekete zászló azt jelenti, hogy nem lehet úszni.	A piros zászló azt jelzi, hogy a víz biztonságos úszni.	contradictory
Az Algarve vizei Európában a legjobb játékokat jelentik.	Néhány európai legjobb nagyjáték-halászat Algarve partjainál található.	entailment
A szélessávú szolgáltatások szélesebb körű használata az egyik lehetőség, amit meg kell vitatni.	Nincs más lehetőség, amit meg kell vitatni.	neutral
bármi történik, ha anyja van a telefonon	Minden fogadás ki van kapcsolva, amikor az anyukával telefonál.	entailment
A föld fogalmába nem tartoznak bele a természeti erőforrások (azaz a kimeríthető erőforrások, mint például az ásványi lerakódások és a kőolaj, a megújuló erőforrások, mint például a fa és a külső kontinentális polcok).	A földterület meghatározása nem zárja ki a kimerülhető és megújuló erőforrásokat.	contradictory
5 koncentráció és lerakódás százalékos csökkenést jelent.	A koncentrációkat és a lerakódásokat százalékos csökkenésként kell jelenteni.	entailment
Gauve nevetett, és Celeste elpirult.	Celeste zavarba jött.	entailment
1997-ben 6 százalék. Az NHH-to-NHH (üzleti levél) az első osztályú levelezés egyetlen ágazata, amely a 90-es években egészséges növekedést tapasztalt.	Az NHH-to-NHH (üzleti levél) a 90-es években 15 százalékos növekedést ért el.	contradictory
Változatos vezetés / kormányzás felvétele és megtartása	Ahhoz, hogy pályázni lehessen a munkára, meg kell látogatnia a Változatos Vezetői / Irányítási Helyszín felvételét és megtartását.	neutral
és gyermekeik most ott élnek	Gyermekeik ott rendben vannak.	entailment
olyan, mintha tudod, még akkor is, ha kétszázötvenezer ember halt meg valahol máshol, és nem fogják elmondani, hogy tudják, hogy több időt fognak eltölteni egy dolgon egy keresztvédőn, aki száz és több száz éves. öt éves, mint bármi más, amit tud	Nem sokan haltak meg máshol.	contradictory
A kőfalakon, angyalok vagy démonok kis formájú fejét, virágmotívumait, vagy a fésűkagylóhéját (coquille Saint-Jacques), a középkori zarándokok útvonalát jelölheti meg Spanyolországban, a Santiago de Compostela-ba.	A középkori zarándokok útvonalát Santiago de Compostelába Spanyolország és Németország között köti össze.	neutral
Fel kell készülnünk az embereknek, hogy menjenek a bányákba.	El kell készítenünk az embereket, hogy menjenek a bányákba.	entailment
Az LSC csatlakozott az ABA Hitel-visszafizetéssel és megbocsátással foglalkozó bizottságához, hogy tanulmányozza ezt a problémát, és javasoljon megoldásokat.	Az LSC nem akar részt venni az ABA Bizottsággal.	contradictory
Egy magas férfi még magasabb sapkában.	Ez az ember magassága körülbelül 6 ′ 6 ', és fekete magas kalapot visel.	neutral
Szóval, vásároljon anyádat valami szépen, végül, amikor odaérsz.	Soha ne vásároljon anyádat valami szépen.	contradictory
De az evangélikus vezetők, akik az én tapasztalatom szerint egyenletesen kedvesek és nagylelkűek a személyes kapcsolataikban, szintén rettenetesen zavaróak lehetnek a zsidókkal való kapcsolataikban.	az evangélikus vezetők mindenki számára rándulások.	contradictory
A londoni Tate Galéria kiállításán kiemelkedően szerepelt, azt mondják, hogy az az ágy, amelyben a művész egy hetet töltött az öngyilkosságot a barátjával való bontás után.	A Tate Galéria kiállítása volt.	entailment
Az eredmény lenyűgöző anélkül, hogy pontosan mozogna.	Az eredmény nem volt érdekes.	contradictory
Nos, nem kaptam a labdarúgást addig, amíg Danny Dan Marino első éve nem lesz	Danny Dan Marino első éve volt, amikor bejutottam a labdarúgásba	entailment
Eric Holder főügyész helyettes, aki azt javasolta, hogy az Igazságügyi Minisztérium helyett inkább elfogult független tanácsadó, vizsgálja meg Baitgate-t.	Eric Holder megjósolhatóan azt javasolta, hogy az igazságügyi minisztériumnak inkább más ügynökséget kellene vizsgálnia.	neutral
Az ajtó ugyanaz volt, de éreztem valamit a levegőben.	Tudtam, hogy van egy probléma, mert az ajtót mozgatták.	contradictory
Nos, mi az, amit a márka jelent?	Milyen volt?	neutral
Köszönjük az idejét és figyelmét erre a fontos kérdésre.	Szükséged volt az idődre	neutral
Nem nem	Igen, igen.	contradictory
Szeretné felzárkózni a legmelegebb önálló filmre, fizessen csak $ 3-t a Lowe Cineplex Fairfax-on tartott rajtolt funkciójáért, vegyen fel néhány légkondicionált órát egy nemzetközi flickdal, vagy nézze meg a történelmi Mann-i blokkolót. s Kínai Színház vagy El Capitan?	Szeretne külföldre menni, és elmenni a technológiától?	contradictory
13 Ilyen problémák akkor merülhetnek fel, ha a szolgálat diszkontált díjakról tárgyalna - anélkül, hogy a szolgáltatási feltételek változása következett volna be, amely költség- vagy bevételi igazolást adott.	Problémát okozhat, ha a szolgáltatás a szolgáltatás feltételeinek megváltoztatása nélkül tárgyalhat az árakról.	neutral
Starr kritikusai szerint ezek a túllépések és kudarcok rossz emberré teszik.	Kritikusai úgy gondolják, hogy a hibái meghatározzák.	entailment
Ha a bizonyítékok következetlenebbek, mint a következetes, a minta elutasításra kerül.	A minta eldobódik, ha a bizonyítékok túlságosan inkonzisztensek.	entailment
A Laurance Rockefeller 1965-ben épült, ez volt az első nagy üdülőhely, melyet a Kohala-parton láva faragott ki.	A Kohala partján nem épültek üdülőhelyek.	contradictory
Az égett sienna festői hatásai az ellentétes arcotú gótikus Palazzo Pubblico-ról származnak, a csodálatos 102 m-es (335-ft) magas Torre del Mangia (88 m-es első szintre emelkedik, csodálatos kilátással) a város és a vidék túloldalán).	A Torre del Mangia tizenöt méter magas, az első lépcsőn öt méterre emelkedik.	contradictory
